id_kary,id_osoby,id_rodzaju_kary,id_wypozyczenia,kwota,data_nalozenia,data_oplacenia,status
100,8471,1,261,7.5,2025-05-15,,aktywna
101,3739,1,262,5.0,2025-07-23,,aktywna
102,6453,1,264,6.5,2024-02-29,2024-02-29,aktywna
103,3435,1,266,2.0,2024-07-01,2024-07-01,aktywna
104,1114,1,268,6.0,2024-10-21,2024-10-21,aktywna
105,1526,1,269,7.0,2025-04-28,2025-04-28,aktywna
106,9623,1,273,3.0,2025-07-13,2025-07-13,aktywna
107,4499,1,274,2.5,2024-07-19,,aktywna
108,8999,1,275,5.0,2025-08-26,,aktywna
109,1435,1,276,5.0,2025-06-29,,aktywna
110,4944,1,280,7.5,2025-02-17,,aktywna
111,1571,1,283,6.5,2024-06-21,2024-06-21,aktywna
112,2140,1,284,4.0,2025-06-08,2025-06-08,aktywna
113,5731,1,286,3.0,2024-06-15,2024-06-15,aktywna
114,1104,1,287,6.0,2024-10-24,,aktywna
115,4871,1,288,1.5,2025-01-21,,aktywna
116,743,1,291,4.5,2025-10-30,2025-10-30,aktywna
117,5553,1,292,2.5,2025-10-27,2025-10-27,aktywna
118,8196,1,294,4.5,2024-04-09,,aktywna
119,893,1,295,2.5,2024-12-29,2024-12-29,aktywna
120,5268,1,298,7.5,2024-03-15,2024-03-15,aktywna
121,2460,1,307,5.0,2025-09-24,2025-09-24,aktywna
122,3785,1,308,5.5,2025-04-14,2025-04-14,aktywna
123,2618,1,315,5.5,2025-08-17,,aktywna
124,5271,1,317,7.5,2024-04-29,,aktywna
125,94,1,324,5.0,2024-04-17,2024-04-17,aktywna
126,9589,1,328,7.0,2024-04-28,2024-04-28,aktywna
127,8209,1,330,7.0,2024-08-24,2024-08-24,aktywna
128,6100,1,332,1.5,2025-12-01,,aktywna
129,9388,1,333,3.5,2025-08-30,2025-08-30,aktywna
130,455,1,334,5.5,2025-05-02,,aktywna
131,9177,1,336,5.0,2024-08-21,2024-08-21,aktywna
132,6033,1,339,7.0,2024-05-05,2024-05-05,aktywna
133,1604,1,340,2.0,2025-03-07,,aktywna
134,3210,1,341,5.5,2024-06-30,2024-06-30,aktywna
135,2887,1,343,5.5,2024-10-30,,aktywna
136,8637,1,347,0.5,2025-04-04,,aktywna
137,8828,1,348,1.0,2024-12-17,2024-12-17,aktywna
138,8679,1,352,6.5,2025-01-17,2025-01-17,aktywna
139,6385,1,356,3.5,2024-05-31,,aktywna
140,720,1,358,0.5,2025-02-22,,aktywna
141,6210,1,359,7.0,2025-06-09,,aktywna
142,349,1,360,2.0,2025-01-26,,aktywna
143,2554,1,361,5.0,2025-10-15,2025-10-15,aktywna
144,5609,1,372,3.5,2024-10-29,,aktywna
145,5008,1,377,4.0,2025-06-29,,aktywna
146,1674,1,378,2.0,2025-09-23,2025-09-23,aktywna
147,1501,1,380,2.5,2024-05-12,,aktywna
148,9056,1,382,5.0,2025-01-03,,aktywna
149,834,1,383,5.5,2025-12-10,,aktywna
150,8772,1,384,6.5,2025-06-19,2025-06-19,aktywna
151,7623,1,385,3.0,2024-06-06,,aktywna
152,5224,1,386,6.5,2025-08-17,,aktywna
153,8768,1,387,3.0,2024-11-22,,aktywna
154,9423,1,390,2.0,2024-06-02,2024-06-02,aktywna
155,6336,1,391,4.0,2024-03-17,,aktywna
156,9402,1,392,5.0,2025-12-01,2025-12-01,aktywna
157,1033,1,393,5.0,2024-11-18,,aktywna
158,6455,1,396,5.0,2025-11-01,2025-11-01,aktywna
159,6258,1,399,5.5,2025-04-16,,aktywna
160,9396,1,400,2.5,2025-03-08,2025-03-08,aktywna
161,7274,1,403,4.0,2024-11-11,,aktywna
162,2535,1,404,1.5,2024-01-19,,aktywna
163,9741,1,405,1.5,2024-04-24,,aktywna
164,3817,1,406,3.0,2025-04-26,,aktywna
165,9878,1,412,2.5,2025-12-10,2025-12-10,aktywna
166,3900,1,413,1.0,2024-10-26,2024-10-26,aktywna
167,6845,1,415,0.5,2025-10-02,2025-10-02,aktywna
168,9244,1,416,3.0,2025-03-15,,aktywna
169,9490,1,419,1.0,2025-09-02,,aktywna
170,1368,1,420,3.5,2025-08-30,2025-08-30,aktywna
171,729,1,422,3.0,2025-06-05,2025-06-05,aktywna
172,8706,1,423,7.5,2024-10-13,2024-10-13,aktywna
173,1207,1,431,5.0,2025-11-10,2025-11-10,aktywna
174,6961,1,437,2.0,2025-09-12,,aktywna
175,6054,1,440,4.5,2025-06-12,,aktywna
176,3907,1,447,2.5,2024-03-06,,aktywna
177,7050,1,453,6.5,2025-09-14,,aktywna
178,7641,1,457,6.0,2024-09-07,2024-09-07,aktywna
179,9653,1,459,0.5,2024-03-14,,aktywna
180,2008,1,461,2.0,2024-04-25,,aktywna
181,2475,1,465,4.0,2024-08-29,2024-08-29,aktywna
182,2129,1,470,6.0,2024-01-31,2024-01-31,aktywna
183,9174,1,473,5.0,2024-02-24,2024-02-24,aktywna
184,7977,1,476,1.0,2024-06-10,,aktywna
185,7283,1,480,7.5,2025-05-28,,aktywna
186,6481,1,482,6.0,2024-03-08,,aktywna
187,1755,1,483,5.5,2025-03-03,,aktywna
188,5664,1,484,2.5,2024-03-20,,aktywna
189,1117,1,485,5.0,2025-07-10,,aktywna
190,6154,1,487,3.5,2024-10-04,2024-10-04,aktywna
191,7755,1,489,2.5,2024-09-14,2024-09-14,aktywna
192,2582,1,490,0.5,2024-06-08,2024-06-08,aktywna
193,5990,1,491,7.0,2025-06-21,2025-06-21,aktywna
194,761,1,492,4.5,2024-05-07,,aktywna
195,4693,1,493,7.5,2024-03-25,2024-03-25,aktywna
196,3385,1,496,3.0,2024-04-07,2024-04-07,aktywna
197,7262,1,501,5.5,2025-06-19,,aktywna
198,1752,1,508,7.5,2024-11-04,,aktywna
199,2301,1,512,1.5,2024-10-07,,aktywna
200,2516,1,522,1.0,2024-12-23,,aktywna
201,4638,1,523,1.0,2024-08-26,,aktywna
202,9602,1,525,3.5,2025-06-12,,aktywna
203,4313,1,526,6.5,2024-12-16,2024-12-16,aktywna
204,4338,1,529,0.5,2025-04-15,2025-04-15,aktywna
205,2149,1,530,4.5,2025-07-23,2025-07-23,aktywna
206,691,1,531,4.0,2024-10-19,,aktywna
207,4554,1,534,2.0,2024-07-16,,aktywna
208,474,1,535,7.5,2025-03-26,,aktywna
209,4192,1,537,0.5,2024-04-19,2024-04-19,aktywna
210,2491,1,538,6.5,2024-12-17,2024-12-17,aktywna
211,5168,1,539,0.5,2025-12-01,2025-12-01,aktywna
212,1348,1,543,4.5,2025-05-24,,aktywna
213,5909,1,551,1.0,2025-09-22,,aktywna
214,8510,1,554,4.0,2024-12-06,,aktywna
215,6197,1,556,2.0,2025-02-11,2025-02-11,aktywna
216,656,1,560,6.5,2024-03-19,2024-03-19,aktywna
217,9448,1,565,2.5,2024-05-02,2024-05-02,aktywna
218,2834,1,567,0.5,2024-10-17,,aktywna
219,1214,1,568,0.5,2024-06-06,2024-06-06,aktywna
220,8193,1,569,2.0,2024-12-18,,aktywna
221,3856,1,570,5.0,2024-05-02,,aktywna
222,7607,1,574,6.0,2024-07-06,2024-07-06,aktywna
223,7344,1,575,1.0,2025-09-04,,aktywna
224,4384,1,579,6.5,2024-05-10,,aktywna
225,482,1,580,7.5,2024-07-23,,aktywna
226,2302,1,582,4.5,2025-01-13,,aktywna
227,1293,1,586,6.0,2025-01-10,2025-01-10,aktywna
228,2984,1,590,0.5,2024-06-25,,aktywna
229,8267,1,592,3.5,2024-10-21,,aktywna
230,3423,1,594,0.5,2024-12-24,,aktywna
231,5558,1,600,6.5,2024-05-25,,aktywna
232,4640,1,607,4.0,2025-01-04,2025-01-04,aktywna
233,6593,1,612,6.0,2025-06-23,,aktywna
234,1077,1,615,5.5,2024-05-16,2024-05-16,aktywna
235,2673,1,616,3.5,2025-04-30,,aktywna
236,459,1,623,3.5,2024-02-21,2024-02-21,aktywna
237,2880,1,624,6.5,2025-05-01,2025-05-01,aktywna
238,7942,1,625,6.0,2025-11-06,,aktywna
239,2943,1,627,4.5,2024-02-23,2024-02-23,aktywna
240,5694,1,628,7.0,2024-02-10,2024-02-10,aktywna
241,9490,1,634,1.0,2024-11-11,2024-11-11,aktywna
242,4316,1,635,6.0,2025-08-18,,aktywna
243,5771,1,637,2.5,2025-06-14,,aktywna
244,7673,1,639,4.0,2025-10-26,2025-10-26,aktywna
245,4801,1,640,3.5,2024-11-30,2024-11-30,aktywna
246,3247,1,641,7.0,2024-03-31,2024-03-31,aktywna
247,7751,1,650,2.0,2025-10-22,,aktywna
248,775,1,651,5.0,2025-07-14,,aktywna
249,1674,1,653,4.0,2024-02-19,2024-02-19,aktywna
250,8407,1,656,2.5,2025-05-31,2025-05-31,aktywna
251,9804,1,657,7.0,2024-08-05,,aktywna
252,4411,1,664,7.5,2025-07-08,2025-07-08,aktywna
253,766,1,665,5.5,2024-06-25,,aktywna
254,7440,1,667,5.0,2025-08-23,,aktywna
255,6777,1,670,3.5,2024-08-21,2024-08-21,aktywna
256,788,1,672,3.5,2024-08-04,,aktywna
257,6790,1,676,6.5,2024-10-03,,aktywna
258,4381,1,678,3.0,2024-11-02,2024-11-02,aktywna
259,7319,1,681,7.5,2025-02-08,2025-02-08,aktywna
260,1397,1,684,7.0,2024-01-27,,aktywna
261,7001,1,687,4.0,2024-12-27,,aktywna
262,8382,1,690,5.5,2024-11-04,2024-11-04,aktywna
263,4016,1,691,2.0,2024-11-25,2024-11-25,aktywna
264,1472,1,695,7.0,2025-09-30,2025-09-30,aktywna
265,1271,1,698,2.5,2024-09-06,2024-09-06,aktywna
266,8894,1,700,7.5,2025-12-05,2025-12-05,aktywna
267,6052,1,706,6.5,2025-03-22,,aktywna
268,2876,1,707,3.0,2025-12-10,2025-12-10,aktywna
269,8502,1,709,6.0,2025-09-14,2025-09-14,aktywna
270,9358,1,710,4.0,2025-09-06,2025-09-06,aktywna
271,7757,1,713,2.5,2024-06-05,2024-06-05,aktywna
272,7962,1,718,7.5,2025-10-29,2025-10-29,aktywna
273,3318,1,724,2.0,2025-10-30,2025-10-30,aktywna
274,7285,1,730,2.0,2024-05-10,2024-05-10,aktywna
275,32,1,731,1.0,2025-06-07,2025-06-07,aktywna
276,294,1,732,1.5,2025-05-04,,aktywna
277,2607,1,740,7.5,2025-01-10,,aktywna
278,8204,1,747,1.0,2024-12-31,2024-12-31,aktywna
279,121,1,751,6.5,2025-02-14,2025-02-14,aktywna
280,9189,1,753,5.0,2024-07-30,2024-07-30,aktywna
281,6069,1,757,6.0,2024-01-24,,aktywna
282,5383,1,760,4.5,2025-04-20,,aktywna
283,6234,1,761,1.0,2024-10-09,,aktywna
284,9221,1,766,1.0,2025-08-21,,aktywna
285,6879,1,773,6.5,2024-12-05,2024-12-05,aktywna
286,9060,1,776,6.5,2025-12-11,2025-12-11,aktywna
287,925,1,783,6.0,2024-10-09,2024-10-09,aktywna
288,5355,1,784,7.5,2024-08-08,,aktywna
289,3072,1,786,4.0,2025-02-24,2025-02-24,aktywna
290,8391,1,787,4.5,2025-03-04,2025-03-04,aktywna
291,4574,1,795,6.5,2025-01-21,2025-01-21,aktywna
292,8840,1,796,5.0,2025-08-29,,aktywna
293,45,1,799,2.0,2025-07-12,2025-07-12,aktywna
294,2206,1,801,2.5,2025-04-10,2025-04-10,aktywna
295,4262,1,803,0.5,2025-07-29,,aktywna
296,2211,1,804,1.0,2024-01-20,2024-01-20,aktywna
297,555,1,807,1.5,2024-11-21,,aktywna
298,7606,1,808,4.0,2025-05-02,2025-05-02,aktywna
299,3495,1,809,2.5,2024-02-13,2024-02-13,aktywna
300,8069,1,814,2.0,2024-11-29,,aktywna
301,7386,1,816,6.0,2024-11-07,,aktywna
302,9407,1,818,4.0,2025-01-12,2025-01-12,aktywna
303,5021,1,821,1.0,2024-09-30,2024-09-30,aktywna
304,7862,1,822,6.5,2024-12-24,,aktywna
305,6693,1,823,1.5,2024-03-24,,aktywna
306,5705,1,825,0.5,2025-05-25,2025-05-25,aktywna
307,6592,1,833,0.5,2025-03-20,,aktywna
308,9400,1,834,0.5,2024-08-04,2024-08-04,aktywna
309,6241,1,835,2.5,2024-05-07,2024-05-07,aktywna
310,5277,1,845,7.0,2024-07-21,2024-07-21,aktywna
311,5140,1,847,4.0,2025-05-03,2025-05-03,aktywna
312,6479,1,850,3.0,2024-02-24,2024-02-24,aktywna
313,5790,1,853,7.5,2025-08-27,2025-08-27,aktywna
314,4545,1,854,2.0,2024-03-17,2024-03-17,aktywna
315,181,1,857,3.0,2024-03-11,2024-03-11,aktywna
316,3763,1,860,5.5,2025-03-12,2025-03-12,aktywna
317,8080,1,864,1.0,2024-06-25,,aktywna
318,5437,1,866,7.5,2024-04-08,,aktywna
319,7391,1,867,6.5,2025-01-31,2025-01-31,aktywna
320,7025,1,870,6.0,2025-10-26,,aktywna
321,1551,1,871,2.0,2025-10-21,,aktywna
322,7921,1,872,6.5,2025-11-01,2025-11-01,aktywna
323,8159,1,875,5.5,2024-08-13,2024-08-13,aktywna
324,6172,1,878,5.5,2025-02-12,2025-02-12,aktywna
325,4663,1,880,6.5,2024-08-17,,aktywna
326,7200,1,883,6.5,2024-07-12,2024-07-12,aktywna
327,4284,1,884,2.5,2024-03-28,2024-03-28,aktywna
328,4890,1,888,7.5,2025-09-10,,aktywna
329,3704,1,890,3.0,2025-02-03,2025-02-03,aktywna
330,8028,1,891,6.5,2025-05-25,2025-05-25,aktywna
331,2155,1,892,2.5,2025-02-14,,aktywna
332,6967,1,895,1.5,2024-07-27,,aktywna
333,6607,1,896,2.5,2025-05-22,,aktywna
334,9589,1,898,3.0,2025-06-14,,aktywna
335,25,1,901,3.0,2024-10-02,,aktywna
336,8634,1,906,5.5,2024-04-09,,aktywna
337,8041,1,907,6.5,2024-07-03,2024-07-03,aktywna
338,457,1,909,5.0,2025-04-10,2025-04-10,aktywna
339,1964,1,910,5.5,2024-09-08,2024-09-08,aktywna
340,6382,1,911,2.5,2025-07-29,,aktywna
341,3271,1,914,6.5,2025-02-04,,aktywna
342,1656,1,918,1.0,2025-10-20,,aktywna
343,3952,1,924,6.5,2025-03-06,2025-03-06,aktywna
344,3031,1,927,6.0,2024-10-29,,aktywna
345,5507,1,929,6.0,2025-04-18,,aktywna
346,8460,1,936,6.5,2025-09-25,,aktywna
347,3945,1,938,2.0,2024-11-04,2024-11-04,aktywna
348,5745,1,940,5.0,2024-02-25,,aktywna
349,5279,1,944,6.0,2024-03-05,,aktywna
350,8761,1,947,0.5,2025-10-18,2025-10-18,aktywna
351,2342,1,949,6.5,2024-04-29,2024-04-29,aktywna
352,555,1,951,7.0,2024-07-23,2024-07-23,aktywna
353,9258,1,953,2.5,2024-11-25,,aktywna
354,3007,1,959,6.5,2025-06-28,,aktywna
355,6056,1,963,2.0,2024-02-16,,aktywna
356,764,1,965,5.0,2025-03-25,,aktywna
357,1964,1,966,4.0,2024-05-30,,aktywna
358,5635,1,967,7.5,2025-06-19,,aktywna
359,4151,1,968,5.5,2024-08-02,2024-08-02,aktywna
360,4179,1,969,1.0,2024-03-13,,aktywna
361,6188,1,971,7.5,2025-04-14,2025-04-14,aktywna
362,8284,1,979,2.5,2024-05-15,2024-05-15,aktywna
363,9083,1,981,5.0,2024-02-20,,aktywna
364,5956,1,982,5.0,2025-11-26,,aktywna
365,8886,1,991,5.0,2024-06-06,,aktywna
366,662,1,992,0.5,2025-04-04,2025-04-04,aktywna
367,5410,1,994,2.5,2024-05-24,2024-05-24,aktywna
368,6,1,998,2.0,2024-05-25,2024-05-25,aktywna
369,6069,1,999,7.5,2025-05-26,,aktywna
370,7738,1,1003,7.0,2024-08-12,,aktywna
371,2225,1,1005,1.0,2025-10-13,,aktywna
372,751,1,1009,3.0,2025-11-24,2025-11-24,aktywna
373,2274,1,1010,6.5,2024-05-31,2024-05-31,aktywna
374,3003,1,1011,3.0,2024-08-20,,aktywna
375,5185,1,1013,0.5,2025-07-09,,aktywna
376,5450,1,1017,3.5,2024-09-01,,aktywna
377,699,1,1019,6.5,2025-02-21,,aktywna
378,393,1,1022,1.0,2024-02-19,,aktywna
379,1202,1,1024,7.5,2024-12-05,,aktywna
380,6426,1,1029,0.5,2024-12-14,,aktywna
381,5267,1,1033,3.0,2025-07-12,2025-07-12,aktywna
382,3766,1,1036,2.5,2025-10-18,2025-10-18,aktywna
383,9349,1,1040,1.5,2024-09-20,,aktywna
384,5555,1,1044,3.5,2025-03-15,2025-03-15,aktywna
385,1128,1,1047,0.5,2024-06-12,,aktywna
386,3936,1,1049,7.5,2024-09-26,,aktywna
387,9089,1,1050,6.5,2025-03-14,2025-03-14,aktywna
388,4939,1,1055,3.0,2024-09-19,,aktywna
389,8743,1,1064,1.5,2024-09-27,2024-09-27,aktywna
390,791,1,1066,2.0,2025-12-03,,aktywna
391,3470,1,1068,2.5,2025-06-28,,aktywna
392,8664,1,1073,6.0,2024-02-01,,aktywna
393,4540,1,1078,2.5,2024-06-04,2024-06-04,aktywna
394,3266,1,1080,5.0,2024-09-27,,aktywna
395,1480,1,1085,1.5,2025-01-22,,aktywna
396,4951,1,1087,6.5,2024-05-09,,aktywna
397,5035,1,1088,7.5,2025-09-11,,aktywna
398,1430,1,1090,2.0,2025-06-27,,aktywna
399,6169,1,1097,4.0,2024-05-18,,aktywna
400,3501,1,1098,2.5,2025-10-16,2025-10-16,aktywna
401,5528,1,1099,6.5,2025-11-29,2025-11-29,aktywna
402,8839,1,1103,3.0,2025-11-06,2025-11-06,aktywna
403,199,1,1105,6.0,2025-08-07,2025-08-07,aktywna
404,7209,1,1106,4.0,2025-07-25,,aktywna
405,1018,1,1108,5.5,2024-08-17,,aktywna
406,4540,1,1109,5.0,2025-07-05,2025-07-05,aktywna
407,9935,1,1110,1.5,2024-04-21,2024-04-21,aktywna
408,5666,1,1111,1.5,2024-08-19,,aktywna
409,6613,1,1112,6.0,2025-10-10,2025-10-10,aktywna
410,2437,1,1113,7.0,2024-08-20,2024-08-20,aktywna
411,9209,1,1118,2.0,2024-07-10,2024-07-10,aktywna
412,9841,1,1122,1.0,2024-03-19,2024-03-19,aktywna
413,3340,1,1132,1.5,2024-07-16,,aktywna
414,8694,1,1135,3.5,2024-04-07,,aktywna
415,6065,1,1139,0.5,2024-11-29,2024-11-29,aktywna
416,5711,1,1145,5.0,2025-12-06,2025-12-06,aktywna
417,9741,1,1147,7.5,2024-04-15,2024-04-15,aktywna
418,8063,1,1151,4.0,2024-06-22,2024-06-22,aktywna
419,3929,1,1161,7.0,2024-11-27,2024-11-27,aktywna
420,9334,1,1165,1.0,2025-07-02,,aktywna
421,1347,1,1166,6.0,2025-01-28,,aktywna
422,6704,1,1167,5.5,2024-10-01,,aktywna
423,2962,1,1170,2.0,2025-04-05,,aktywna
424,227,1,1171,6.5,2024-11-02,,aktywna
425,1244,1,1172,5.0,2025-01-02,,aktywna
426,7577,1,1174,7.0,2024-11-09,,aktywna
427,4513,1,1178,4.0,2024-04-17,2024-04-17,aktywna
428,4143,1,1181,6.5,2025-03-30,,aktywna
429,9906,1,1182,3.0,2024-06-14,2024-06-14,aktywna
430,3761,1,1185,5.0,2024-03-15,,aktywna
431,1731,1,1187,4.5,2024-09-08,2024-09-08,aktywna
432,6183,1,1188,6.0,2024-10-13,2024-10-13,aktywna
433,6893,1,1190,1.0,2025-07-03,2025-07-03,aktywna
434,3643,1,1191,7.0,2025-11-09,,aktywna
435,2119,1,1192,4.5,2024-03-14,,aktywna
436,7110,1,1193,4.0,2025-01-23,,aktywna
437,6331,1,1196,7.0,2025-11-10,,aktywna
438,4664,1,1200,2.0,2024-07-28,2024-07-28,aktywna
439,3507,1,1203,1.0,2025-04-18,2025-04-18,aktywna
440,1889,1,1208,1.5,2025-12-08,,aktywna
441,5009,1,1216,5.0,2024-06-05,,aktywna
442,1254,1,1220,2.5,2024-01-26,2024-01-26,aktywna
443,5159,1,1221,3.0,2024-05-17,2024-05-17,aktywna
444,1817,1,1223,1.0,2024-08-28,,aktywna
445,6600,1,1225,3.0,2024-03-16,2024-03-16,aktywna
446,1105,1,1226,3.5,2024-08-19,2024-08-19,aktywna
447,7369,1,1229,6.0,2025-06-09,,aktywna
448,7163,1,1231,3.0,2025-11-28,,aktywna
449,1511,1,1232,0.5,2025-04-26,2025-04-26,aktywna
450,7359,1,1233,1.0,2025-09-07,2025-09-07,aktywna
451,3829,1,1235,4.0,2025-06-21,,aktywna
452,8771,1,1238,2.5,2024-07-07,2024-07-07,aktywna
453,8694,1,1240,2.5,2024-04-09,2024-04-09,aktywna
454,2645,1,1245,7.5,2024-03-18,,aktywna
455,6859,1,1253,2.0,2025-03-29,,aktywna
456,7560,1,1255,5.5,2024-11-29,,aktywna
457,8985,1,1259,5.0,2025-06-10,2025-06-10,aktywna
458,3256,1,1260,7.0,2024-04-15,,aktywna
459,9775,1,1261,4.5,2025-06-05,,aktywna
460,7245,1,1262,2.5,2025-10-29,2025-10-29,aktywna
461,9802,1,1265,2.0,2025-09-16,,aktywna
462,8242,1,1267,2.0,2024-06-25,,aktywna
463,3010,1,1270,5.0,2025-01-26,2025-01-26,aktywna
464,8293,1,1272,2.5,2025-07-21,2025-07-21,aktywna
465,5236,1,1279,7.0,2025-06-28,,aktywna
466,3829,1,1280,3.5,2024-02-02,2024-02-02,aktywna
467,3398,1,1281,3.5,2024-03-14,2024-03-14,aktywna
468,4554,1,1286,0.5,2024-03-17,2024-03-17,aktywna
469,197,1,1287,6.0,2024-08-04,,aktywna
470,1574,1,1289,1.5,2025-10-23,,aktywna
471,9898,1,1292,7.0,2024-08-18,,aktywna
472,3577,1,1293,7.5,2025-08-16,2025-08-16,aktywna
473,8344,1,1297,0.5,2024-06-13,2024-06-13,aktywna
474,6184,1,1298,7.0,2024-02-27,,aktywna
475,5743,1,1304,1.5,2024-06-30,,aktywna
476,9931,1,1310,4.5,2024-06-07,2024-06-07,aktywna
477,6598,1,1312,7.5,2024-11-27,,aktywna
