id_ksiazki,nr_isbn,numer_inwentarzowy,tytul,autor,id_kategorii,id_filii,rok_wydania,numer_edycji,liczba_stron,dostepna_online,opis,status
37,978-1-02-882410-6,100037,Zamiast starać się ochrona potem gwiazda,Roksana Czerwionka,21,8,1974,1,225,False,Opis książki...,dostępny
38,978-1-7391921-1-2,100038,Podczas wygrać,Rafał Biernacik,39,9,2011,1,423,False,Opis książki...,dostępny
39,978-0-12-425398-8,100039,Usta przejaw siedemdziesiąt gniew zgromadzenie,Kornelia Zbiciak,19,6,2002,1,746,False,Opis książki...,dostępny
40,978-0-8153-2529-1,100040,Według czuć biec zwolennik łyżka,Mariusz Klaus,17,1,1990,1,189,False,Opis książki...,dostępny
41,978-1-4023-4671-2,100041,Ulica zabawa sprzedaż,pani Janina Pasiut,7,9,2013,1,979,False,Opis książki...,dostępny
42,978-1-972006-02-3,100042,Drzwi czy sytuacja tańczyć wiersz,Justyna Pietraś,19,1,2025,1,460,False,Opis książki...,dostępny
43,978-1-72228-114-4,100043,Obserwować państwo bronić,Oskar Salomon,27,8,1981,1,353,False,Opis książki...,dostępny
44,978-1-997754-16-9,100044,Aby i śniadanie wieś historyczny,Melania Dryka,17,10,2024,1,793,False,Opis książki...,dostępny
45,978-1-60160-348-7,100045,Zbudować wczoraj ucho,Oliwier Mirocha,28,1,2003,1,335,False,Opis książki...,dostępny
46,978-0-597-15949-7,100046,Elektryczny zajęcie okrągły dawać,Alex Baumgart,18,6,1971,1,292,False,Opis książki...,dostępny
47,978-1-08-243354-2,100047,Przyjechać liczny przygotowywać wada czwarty,Dariusz Ligas,14,4,2019,1,415,False,Opis książki...,dostępny
48,978-0-913793-48-0,100048,Rower mowa sen dokument kolega,Anna Maria Browarczyk,42,2,2017,1,937,False,Opis książki...,dostępny
49,978-1-5380-6914-1,100049,Przeciwko krowa majuskuła panować lud,pan Grzegorz Węgrzynowicz,16,10,1975,1,161,False,Opis książki...,dostępny
50,978-0-478-88545-3,100050,Sukienka istnienie,Daniel Działa,36,6,1970,1,837,False,Opis książki...,dostępny
51,978-1-4460-5247-1,100051,Sala świeży bronić kościelny port,Blanka Krzysiek,41,4,1973,1,609,False,Opis książki...,dostępny
52,978-1-110-98101-4,100052,Świątynia - podstawowy,Karina Hampel,25,5,2016,1,191,False,Opis książki...,dostępny
53,978-0-337-72900-3,100053,Różnica jak jego owoc,Nikodem Rzeszutko,38,8,2002,1,363,False,Opis książki...,dostępny
54,978-1-4024-8070-6,100054,Osoba mapa wy układ okresowy,Jeremi Duchnik,35,10,1970,1,925,False,Opis książki...,dostępny
55,978-0-287-23106-9,100055,Długość naj-,Franciszek Tutka,38,6,1974,1,710,False,Opis książki...,dostępny
56,978-0-88361-307-8,100056,Rzeczownik cebula kochać zwrot,Aleksander Romankiewicz,40,9,1986,1,477,False,Opis książki...,dostępny
57,978-1-934205-84-6,100057,Wąski złoto,Stefan Koleśnik,45,4,2014,1,345,False,Opis książki...,dostępny
58,978-1-179-24617-8,100058,Warunek sześćdziesiąt produkować telewizja,Kacper Gogacz,39,5,1970,1,834,False,Opis książki...,dostępny
59,978-1-68509-441-6,100059,Woda – brudny siedemdziesiąt książka,Angelika Jaskóła,29,5,1976,1,754,False,Opis książki...,dostępny
60,978-1-61474-604-1,100060,Król stawać się dać,pan Radosław Bacik,25,9,2014,1,252,False,Opis książki...,dostępny
61,978-0-587-09838-6,100061,Lustro ten bawić się odcień mama,Klara Bilik,10,10,1999,1,969,False,Opis książki...,dostępny
62,978-0-643-30529-8,100062,Korzystać łatwo,Aleks Makosz,48,4,2011,1,625,False,Opis książki...,dostępny
63,978-1-286-69220-2,100063,Przestać wspólny biały tańczyć uzyskać,Ida Gustaw,9,5,2010,1,198,False,Opis książki...,dostępny
64,978-0-480-72708-6,100064,Składnik lek literatura,Gustaw Kubina,5,8,1988,1,659,False,Opis książki...,dostępny
65,978-1-05-251073-0,100065,900 srebro kolejny silny,Monika Pachołek,39,4,2001,1,147,False,Opis książki...,dostępny
66,978-0-8453-5662-3,100066,Surowy mieszkanka duński droga,Rafał Chmara,13,2,2000,1,621,False,Opis książki...,dostępny
67,978-1-4566-0200-0,100067,Miłość plama,Robert Krajniak,47,8,2010,1,909,False,Opis książki...,dostępny
68,978-0-567-02907-2,100068,Pokazywać naukowiec naturalny jasny niewolnik,pani Ewelina Murat,12,8,1983,1,661,False,Opis książki...,dostępny
69,978-0-7223-2837-8,100069,Lekki jeszcze chłop,Dorota Lesisz,35,5,2021,1,995,False,Opis książki...,dostępny
70,978-1-334-09763-8,100070,Reguła gardło narodowy prawny składnik,Ksawery Kaczan,10,10,1976,1,811,False,Opis książki...,dostępny
71,978-0-346-89434-1,100071,Morze Śródziemne strata,pani Eliza Noculak,12,7,1985,1,736,False,Opis książki...,dostępny
72,978-0-285-76513-9,100072,Rosja dawno Wielka Brytania,Mateusz Miszta,13,2,2019,1,764,False,Opis książki...,dostępny
73,978-0-210-96197-1,100073,Nieszczęście wewnętrzny,Urszula Cyrek,38,9,1992,1,432,False,Opis książki...,dostępny
74,978-0-06-941063-7,100074,Zwłaszcza Kościół zając Francja wysiłek,pan Radosław Wyskiel,24,4,2001,1,619,False,Opis książki...,dostępny
75,978-1-86644-329-3,100075,Obejmować jedenaście szczęśliwy,Błażej Muc,13,6,2018,1,624,False,Opis książki...,dostępny
76,978-1-137-67791-4,100076,Dziewczynka powierzchnia wracać piłka nożna,Janina Sieczko,40,3,1985,1,900,False,Opis książki...,dostępny
77,978-1-140-36965-3,100077,Żyd płaski umysł dział,Adrianna Paprotny,24,8,1972,1,139,False,Opis książki...,dostępny
78,978-1-4909-9148-1,100078,Ulegać raz sen wiara,Juliusz Troka,50,7,1993,1,603,False,Opis książki...,dostępny
79,978-1-9799-3179-3,100079,Wcześnie uderzenie budować,Dariusz Wałęsa,13,6,2001,1,882,False,Opis książki...,dostępny
80,978-0-657-81395-6,100080,Teatr zgoda więcej,Iwo Świerad,5,8,2014,1,301,False,Opis książki...,dostępny
81,978-1-139-97489-9,100081,Ramię ciecz wykonać,Aurelia Dziadowicz,45,3,2013,1,354,False,Opis książki...,dostępny
82,978-1-77068-040-1,100082,Twardy zarówno pamiętać,Karina Wiraszka,35,8,2015,1,262,False,Opis książki...,dostępny
83,978-1-5279-7005-2,100083,Spokojny pracować okolica,Robert Matela,40,8,2019,1,631,False,Opis książki...,dostępny
84,978-1-926749-68-6,100084,Wspomnienie obecny kosz umysł,Konrad Pytko,50,6,2024,1,624,False,Opis książki...,dostępny
85,978-0-532-19029-5,100085,Sprzedawać no łatwo siostra,Łukasz Szajek,39,3,1998,1,824,False,Opis książki...,dostępny
86,978-1-101-72538-2,100086,Mgła czekolada sportowy niech sprzedaż,Ada Białach,8,1,2003,1,804,False,Opis książki...,dostępny
87,978-0-08-739962-4,100087,Zwykle przebywać władza lecz,Adrian Dziwak,47,2,1982,1,645,False,Opis książki...,dostępny
88,978-1-147-69170-2,100088,Broń np. czy nosić,Kajetan Wojtunik,28,8,2019,1,200,False,Opis książki...,dostępny
89,978-1-142-13959-9,100089,Pozbawić sześćdziesiąt możliwość dawny,Wiktor Staniczek,2,1,2001,1,581,False,Opis książki...,dostępny
90,978-1-56539-686-9,100090,Sprawiać warzywo produkować poeta,pani Natasza Żugaj,35,9,2015,1,742,False,Opis książki...,dostępny
91,978-0-16-884912-3,100091,Górny pogoda drugi,Jakub Stypuła,16,6,2022,1,200,False,Opis książki...,dostępny
92,978-1-55907-034-8,100092,Wobec sól śniadanie Stany Zjednoczone jeżeli,Elżbieta Mitek,38,3,1980,1,568,False,Opis książki...,dostępny
93,978-1-301-57907-5,100093,Natura uderzać ozdoba Czechy,Julianna Kurz,3,10,2022,1,386,False,Opis książki...,dostępny
94,978-0-245-52993-1,100094,Palić rozmiar uczyć się,Juliusz Matraszek,22,6,1970,1,842,False,Opis książki...,dostępny
95,978-1-351-21894-8,100095,Rak skład ile pochodzić one,Tymoteusz Jany,7,10,1982,1,577,False,Opis książki...,dostępny
96,978-1-78483-183-7,100096,Droga głupek albo w czasie,Alan Wiekiera,20,10,1976,1,859,False,Opis książki...,dostępny
97,978-0-570-05845-8,100097,Zbiór w formie dyrektor mapa uczyć,pan Patryk Reich,6,2,2001,1,100,False,Opis książki...,dostępny
98,978-0-7582-6009-3,100098,Panować budować,Igor Dmoch,24,6,1994,1,812,False,Opis książki...,dostępny
99,978-0-615-07034-6,100099,Wada wiara czyjś,pan Tymoteusz Olchawa,41,4,2003,1,895,False,Opis książki...,dostępny
100,978-0-513-48226-5,100100,Nauczycielka itp. ponad,Julianna Kutek,45,1,2001,1,802,False,Opis książki...,dostępny
101,978-1-217-86163-9,100101,Stanowić ponieważ drewno,Inga Kotala,1,3,2017,1,770,False,Opis książki...,dostępny
102,978-0-7661-8113-7,100102,Wybór niektóry model,Igor Kurda,3,1,2000,1,894,False,Opis książki...,dostępny
103,978-1-239-44690-6,100103,Profesor 8 wąski miesiąc,Gabriel Gramza,6,3,1973,1,937,False,Opis książki...,dostępny
104,978-1-09-112965-8,100104,Koło stary główny,Krystian Piszcz,6,7,1989,1,607,False,Opis książki...,dostępny
105,978-0-406-91944-1,100105,Otwierać pojedynczy pomysł człowiek,Bartek Madziar,6,5,1982,1,104,False,Opis książki...,dostępny
106,978-0-314-64152-6,100106,Cesarz ktoś stawiać osiągnąć,Rozalia Konstanty,31,1,1997,1,308,False,Opis książki...,dostępny
107,978-1-03-763745-2,100107,Boże Narodzenie hiszpański klub,Lidia Winnik,30,6,1980,1,174,False,Opis książki...,dostępny
108,978-1-231-16079-4,100108,Stawać Się rozwój sobota informacja,Mikołaj Drwięga,47,2,2009,1,297,False,Opis książki...,dostępny
109,978-0-14-937574-0,100109,Klasztor królewski rodzinny,Konrad Jachimczak,18,9,1981,1,961,False,Opis książki...,dostępny
110,978-0-368-89741-2,100110,Wejść obwód,pan Kornel Gmurczyk,37,2,1993,1,859,False,Opis książki...,dostępny
111,978-0-519-79501-7,100111,Mężczyzna uczeń,pani Elżbieta Dobosiewicz,35,2,2012,1,636,False,Opis książki...,dostępny
112,978-1-880413-26-5,100112,Osiem podnieść dany,Norbert Bryja,24,10,2010,1,938,False,Opis książki...,dostępny
113,978-0-314-64152-6,100113,Cesarz ktoś stawiać osiągnąć,Rozalia Konstanty,31,7,1997,1,308,False,Opis książki...,dostępny
114,978-0-213-75528-7,100114,Narzędzie styl niewielki wejść,Ewelina Wajdzik,38,6,1973,1,392,False,Opis książki...,dostępny
115,978-1-63934-353-9,100115,Głośny zjeść podróż,Krystian Stypuła,28,2,2015,1,335,False,Opis książki...,dostępny
116,978-1-09-483792-5,100116,Stawać Się wymagać bić,pani Eliza Martin,8,9,2016,1,613,False,Opis książki...,dostępny
117,978-1-55375-621-7,100117,Chodzić czwarty posiadać podstawowy symbol,pan Leonard Wypchło,14,7,1983,1,410,False,Opis książki...,dostępny
118,978-1-341-34456-5,100118,Spadek wśród ciemny,pan Łukasz Orawiec,49,6,1977,1,913,False,Opis książki...,dostępny
119,978-1-164-26704-1,100119,Składać Belgia pomiędzy kłopot przestać,Andrzej Macheta,12,6,1991,1,499,False,Opis książki...,dostępny
120,978-0-474-82309-1,100120,Obejmować miłość mąż wiedzieć,Jeremi Gronostaj,38,1,1985,1,711,False,Opis książki...,dostępny
121,978-0-685-78008-4,100121,Skłonność kiedyś nawet,Maciej Świtaj,30,8,1996,1,488,False,Opis książki...,dostępny
122,978-1-84882-154-5,100122,Stać Się umieszczać wybitny,Szymon Rutowicz,1,9,2013,1,433,False,Opis książki...,dostępny
123,978-1-80406-314-9,100123,Prawo nazwa pogląd znowu,Stanisław Perlik,1,1,1971,1,123,False,Opis książki...,dostępny
124,978-0-202-39020-8,100124,Twój przeciw surowy medycyna wyspa,Ksawery Jachimczak,17,1,1992,1,234,False,Opis książki...,dostępny
125,978-0-413-60296-1,100125,Studiować muzyczny bardzo,Róża Kajdan,12,2,1989,1,358,False,Opis książki...,dostępny
126,978-0-545-24250-9,100126,Próbować kobieta student złożony,Kornel Cal,44,10,1989,1,706,False,Opis książki...,dostępny
127,978-1-67385-421-3,100127,Brzuch prywatny błoto słowacki,Krzysztof Swaczyna,49,7,1998,1,160,False,Opis książki...,dostępny
128,978-0-16-461125-0,100128,Nazwa wkrótce,pan Albert Kurant,29,7,2008,1,269,False,Opis książki...,dostępny
129,978-0-515-67913-7,100129,Czynność istnieć cały wysyłać miód,Mateusz Minkina,22,10,2002,1,719,False,Opis książki...,dostępny
130,978-1-113-74235-3,100130,Przyczyna stać,pan Konstanty Macioł,36,7,2025,1,700,False,Opis książki...,dostępny
131,978-1-105-97029-0,100131,Ssak ktoś bić 80 śmiać się,pani Sara Hyjek,27,8,1972,1,498,False,Opis książki...,dostępny
132,978-0-929813-18-9,100132,Wschodni naprawdę religijny,Jędrzej Małocha,26,2,2009,1,322,False,Opis książki...,dostępny
133,978-0-08-461559-8,100133,Więzienie symbol alfabet samica,Kacper Kurz,40,1,1979,1,572,False,Opis książki...,dostępny
134,978-0-303-73869-5,100134,Dziki stworzyć gałąź linia wzgórze,pan Rafał Kolbusz,41,2,2022,1,771,False,Opis książki...,dostępny
135,978-1-08-663418-1,100135,70 Warszawa otwarty 2,Piotr Brańka,20,3,1980,1,613,False,Opis książki...,dostępny
136,978-1-60130-934-1,100136,Igła o ludzie,Leon Milewczyk,23,8,2000,1,261,False,Opis książki...,dostępny
137,978-0-02-940916-9,100137,Ryba kościół głęboki komputerowy,Kamila Monkiewicz,5,5,1972,1,619,False,Opis książki...,dostępny
138,978-0-89261-194-2,100138,Angielski opieka milion ucho rozwiązanie,Kazimierz Dymarczyk,16,7,2007,1,297,False,Opis książki...,dostępny
139,978-1-886589-12-4,100139,Ocean promień swój,pan Józef Grab,50,7,2004,1,608,False,Opis książki...,dostępny
140,978-1-05-413744-7,100140,Kobieta połowa naturalny,Cezary Szmurło,8,5,1993,1,558,False,Opis książki...,dostępny
141,978-1-63090-289-6,100141,Wystawa warunek produkcja siedem telewizyjny,Przemysław Dejneka,45,2,1993,1,925,False,Opis książki...,dostępny
142,978-0-386-31645-2,100142,Dotyczyć treść urodzić,pani Karina Grzebyk,7,6,1970,1,408,False,Opis książki...,dostępny
143,978-0-683-88459-3,100143,Płynąć minuta drzwi,Nicole Kowala,50,6,2003,1,267,False,Opis książki...,dostępny
144,978-0-949652-57-7,100144,Fakt ludzie małpa brzuch,Kornelia Fydrych,36,6,2025,1,626,False,Opis książki...,dostępny
145,978-1-64852-411-0,100145,Pieśń lew tracić,Bianka Malesza,44,7,2013,1,587,False,Opis książki...,dostępny
146,978-1-83300-739-8,100146,Przebywać plecy kolor,pan Dominik Grabias,31,8,1995,1,656,False,Opis książki...,dostępny
147,978-0-678-75950-9,100147,Ochrona szósty,Ada Handzel,44,4,1998,1,553,False,Opis książki...,dostępny
148,978-0-10-381794-1,100148,Ziemski robota,pan Kazimierz Glapiak,27,3,1985,1,878,False,Opis książki...,dostępny
149,978-0-420-16030-0,100149,Tyle bieg możliwość błąd obowiązywać,pani Dagmara Tarasek,2,10,1999,1,506,False,Opis książki...,dostępny
150,978-1-302-13308-5,100150,Postępować bawić się staw naród piasek,Tymoteusz Karwot,6,1,1980,1,440,False,Opis książki...,dostępny
151,978-0-320-63378-2,100151,Zapomnieć rzadki rodzina chęć urodzenie,Franciszek Lewek,13,7,1989,1,484,False,Opis książki...,dostępny
152,978-0-545-10772-3,100152,Promień czapka gospodarczy,Robert Wabik,34,6,2018,1,725,False,Opis książki...,dostępny
153,978-1-238-54233-3,100153,Poruszać nieszczęście władza przerwa,Lidia Mikołajewicz,40,2,2001,1,614,False,Opis książki...,dostępny
154,978-0-02-268890-5,100154,Opieka cztery włos łóżko,Gabriel Citko,31,4,1993,1,679,False,Opis książki...,dostępny
155,978-1-917345-51-4,100155,80 pokój radio,Mieszko Gabryel,32,3,1979,1,751,False,Opis książki...,dostępny
156,978-1-75799-465-1,100156,Świat klimat śmiać się ciągle metalowy,Stanisław Kołata,21,1,1987,1,620,False,Opis książki...,dostępny
157,978-0-345-70218-0,100157,Stworzyć seks lis seksualny okropny,Julianna Nagel,27,5,2013,1,232,False,Opis książki...,dostępny
158,978-1-239-32048-0,100158,Czynność kolejowy,pan Damian Wiszowata,46,1,1990,1,115,False,Opis książki...,dostępny
159,978-1-282-55907-3,100159,Pożar wino dawać potrzebny,Aleks Bobak,31,9,1999,1,762,False,Opis książki...,dostępny
160,978-1-307-18160-9,100160,Marzec długość – posiadać ocean,Agnieszka Stanuch,1,7,1995,1,189,False,Opis książki...,dostępny
161,978-0-17-889280-5,100161,Pamiętać różny,pan Fabian Doruch,5,10,2013,1,328,False,Opis książki...,dostępny
162,978-1-4209-4634-5,100162,Fałszywy pytać własność restauracja,pani Aniela Pietryga,23,4,2011,1,121,False,Opis książki...,dostępny
163,978-1-954265-74-5,100163,Tytuł marka Kraków dźwięk po prostu,pani Dagmara Andreasik,1,5,2021,1,660,False,Opis książki...,dostępny
164,978-0-673-73675-8,100164,Wiele stanowisko abugida,pan Juliusz Wieja,6,4,2011,1,369,False,Opis książki...,dostępny
165,978-1-82036-704-7,100165,Popularny rzeczownik niezwykły zdolność,Urszula Siemieńczuk,37,6,1976,1,493,False,Opis książki...,dostępny
166,978-1-85002-255-8,100166,Rodzinny bliski naprawdę książę,pan Piotr Marat,48,3,2019,1,583,False,Opis książki...,dostępny
167,978-1-5186-6647-6,100167,Wysłać majuskuła rosnąć budowla jeszcze,Bianka Laskus,42,1,1974,1,153,False,Opis książki...,dostępny
168,978-0-16-420484-1,100168,Abugida urządzenie szeroki parlament oficjalny,pani Julita Boguta,5,3,2012,1,530,False,Opis książki...,dostępny
169,978-0-560-26735-8,100169,Płacić gołąb,Nicole Jambor,5,10,1993,1,945,False,Opis książki...,dostępny
170,978-1-173-87402-5,100170,Całkowity zaraz lub środkowy ząb,Albert Siwczak,46,5,1991,1,531,False,Opis książki...,dostępny
171,978-0-552-27204-9,100171,Znak stracić zabić przyjść,pani Justyna Bródka,41,3,2005,1,816,False,Opis książki...,dostępny
172,978-1-193-32497-5,100172,Daleko odbywać się prawy przeciwny,Tola Wota,18,6,2008,1,406,False,Opis książki...,dostępny
173,978-1-55291-144-0,100173,Przechodzić wysyłać działanie,pan Igor Gąbka,15,6,1975,1,662,False,Opis książki...,dostępny
174,978-0-384-45745-4,100174,Model błąd marka,Wojciech Łudzik,20,4,1972,1,351,False,Opis książki...,dostępny
175,978-0-16-185131-4,100175,Uderzyć gwiazdozbiór,Franciszek Horbacz,47,2,2014,1,928,False,Opis książki...,dostępny
176,978-0-9773479-2-6,100176,Tajemnica królewski amharski centrum,Krystian Ziniewicz,6,4,2016,1,119,False,Opis książki...,dostępny
177,978-0-256-90149-8,100177,Wynosić niektóry Ukraina numer więzienie,pani Eliza Misiurek,29,2,1977,1,419,False,Opis książki...,dostępny
178,978-0-00-197645-0,100178,Wiosna używać sztuczny,Agnieszka Gałęza,39,1,2006,1,331,False,Opis książki...,dostępny
179,978-0-01-238403-9,100179,Jutro słodki osiągnąć wskazywać sól,Stanisław Joszko,31,7,1996,1,992,False,Opis książki...,dostępny
180,978-1-05-236796-9,100180,Zawartość czysty moralny warunek,pani Inga Fitas,25,4,1994,1,677,False,Opis książki...,dostępny
181,978-1-03-095683-3,100181,Plan brzuch czapka,Wiktor Opas,21,3,2007,1,108,False,Opis książki...,dostępny
182,978-0-395-80782-8,100182,Typowy owca wykorzystywać,Tadeusz Puch,21,9,1980,1,997,False,Opis książki...,dostępny
183,978-0-511-09515-3,100183,Uznawać jeden Szwajcaria wydawać żywność,Jeremi Waloch,25,2,2006,1,219,False,Opis książki...,dostępny
184,978-0-88590-288-0,100184,Lata położenie,Lidia Kapustka,45,1,2025,1,330,False,Opis książki...,dostępny
185,978-1-09-782127-3,100185,Podłoga zazwyczaj,Andrzej Budych,24,5,1984,1,457,False,Opis książki...,dostępny
186,978-0-14-787365-1,100186,Ponieważ gdzie,Jerzy Syldatk,8,2,1998,1,834,False,Opis książki...,dostępny
187,978-0-7540-1556-7,100187,Muzyka koza wpływ droga czoło,pan Szymon Pronobis,38,1,2013,1,240,False,Opis książki...,dostępny
188,978-0-11-095172-0,100188,Zając obrót,Malwina Fita,30,3,2016,1,611,False,Opis książki...,dostępny
189,978-0-7963-0222-9,100189,Dolina dalej oba dziura zdjęcie,pan Adrian Handzel,23,6,1983,1,882,False,Opis książki...,dostępny
190,978-1-118-53744-2,100190,Łatwy telefon morski nic,Ignacy Pastor,1,5,1981,1,239,False,Opis książki...,dostępny
191,978-1-932549-20-1,100191,Oglądać planeta zapach,Tymoteusz Orpel,44,4,1972,1,853,False,Opis książki...,dostępny
192,978-1-186-07047-6,100192,Stacja kult farba grzyb przypominać,Mariusz Sprawka,21,7,2023,1,779,False,Opis książki...,dostępny
193,978-1-84749-493-1,100193,Sprawa przeciwnik internetowy,Róża Widłak,32,4,2019,1,542,False,Opis książki...,dostępny
194,978-1-65875-891-8,100194,Przestępstwo jasny który,Urszula Kukuczka,30,6,1970,1,367,False,Opis książki...,dostępny
195,978-0-7358-3646-4,100195,Tkanina uderzenie bieda pełen mocno,Konrad Irzyk,16,7,2012,1,236,False,Opis książki...,dostępny
196,978-1-179-24617-8,100196,Warunek sześćdziesiąt produkować telewizja,Kacper Gogacz,39,5,1970,1,834,False,Opis książki...,dostępny
197,978-0-546-78699-6,100197,Wyrażać ubranie stopień pomysł,Kaja Wódka,50,3,2012,1,671,False,Opis książki...,dostępny
198,978-0-379-41213-0,100198,Zmarły jutro oko złożony jakby,Tymon Machoń,47,10,1985,1,238,False,Opis książki...,dostępny
199,978-1-4740-1979-8,100199,Tekst zabawka różny,pan Radosław Fierek,9,6,1998,1,396,False,Opis książki...,dostępny
200,978-0-614-88048-9,100200,Forma udać się,Bianka Krauz,5,1,1973,1,580,False,Opis książki...,dostępny
201,978-0-549-96956-3,100201,Rodzaj dziób kupować prowincja,Olgierd Herdzik,18,9,2016,1,938,False,Opis książki...,dostępny
202,978-1-263-05041-4,100202,Akt strój przyjechać znaczny,Ksawery Kazana,31,6,2011,1,477,False,Opis książki...,dostępny
203,978-1-80429-927-2,100203,Głupota teren tak ziemia dokonywać,Melania Bylina,31,10,1988,1,884,False,Opis książki...,dostępny
204,978-1-56273-909-6,100204,Uczeń wy,Gaja Domka,15,7,1998,1,204,False,Opis książki...,dostępny
205,978-1-902853-16-1,100205,On alkohol noga,Blanka Lelito,29,2,2004,1,302,False,Opis książki...,dostępny
206,978-0-229-00508-6,100206,Środa przecież cena,Natasza Wojtunik,43,2,1973,1,553,False,Opis książki...,dostępny
207,978-1-307-18160-9,100207,Marzec długość – posiadać ocean,Agnieszka Stanuch,1,2,1995,1,189,False,Opis książki...,dostępny
