id_kary,id_osoby,id_rodzaju_kary,id_wypozyczenia,kwota,data_nalozenia,data_oplacenia,status
78,344,1,188,14.5,2024-10-22,,do zapłaty
79,160,1,189,8.5,2025-02-15,,do zapłaty
80,448,1,193,1.0,2025-03-23,,do zapłaty
81,797,1,197,8.5,2024-03-19,,do zapłaty
82,114,1,198,8.0,2025-11-17,,do zapłaty
83,743,1,199,11.5,2025-03-15,,do zapłaty
84,26,1,208,0.5,2024-06-30,,do zapłaty
85,54,1,209,5.5,2025-03-10,,do zapłaty
86,828,1,210,5.5,2024-10-29,,do zapłaty
87,219,1,211,13.0,2024-12-31,,do zapłaty
88,369,1,212,8.0,2025-06-20,,do zapłaty
89,78,1,213,10.0,2024-05-04,,do zapłaty
90,952,1,218,12.5,2025-10-05,,do zapłaty
91,940,1,219,12.0,2025-01-24,,do zapłaty
92,856,1,220,14.5,2025-08-12,,do zapłaty
93,168,1,222,11.5,2025-11-15,,do zapłaty
94,756,1,226,1.0,2025-08-15,,do zapłaty
95,835,1,238,1.5,2025-08-01,,do zapłaty
96,13,1,240,3.5,2025-07-06,,do zapłaty
97,450,1,245,7.0,2024-06-04,,do zapłaty
98,777,1,246,8.0,2025-07-29,,do zapłaty
99,338,1,255,11.0,2025-07-19,,do zapłaty
100,206,1,257,11.0,2024-11-04,,do zapłaty
101,226,1,259,0.5,2024-06-28,,do zapłaty
102,733,1,261,7.0,2024-03-02,,do zapłaty
103,922,1,263,9.5,2024-08-02,,do zapłaty
104,664,1,267,11.0,2024-07-28,,do zapłaty
105,138,1,268,1.0,2025-04-08,,do zapłaty
106,544,1,269,3.0,2024-10-17,,do zapłaty
107,882,1,273,9.0,2025-11-18,,do zapłaty
108,498,1,280,3.5,2025-11-23,,do zapłaty
109,658,1,282,0.5,2024-12-16,,do zapłaty
110,727,1,283,2.5,2024-11-21,,do zapłaty
111,862,1,287,14.5,2025-01-16,,do zapłaty
112,642,1,288,10.0,2025-01-19,,do zapłaty
113,385,1,289,1.0,2025-01-15,,do zapłaty
114,781,1,293,3.5,2024-06-11,,do zapłaty
115,466,1,295,6.5,2024-08-09,,do zapłaty
116,311,1,299,7.0,2024-08-23,,do zapłaty
117,905,1,301,3.0,2025-08-05,,do zapłaty
118,352,1,302,7.0,2025-07-16,,do zapłaty
119,679,1,304,12.5,2024-10-28,,do zapłaty
120,376,1,306,10.0,2024-05-13,,do zapłaty
121,76,1,309,1.0,2024-03-16,,do zapłaty
122,885,1,311,12.5,2025-05-11,,do zapłaty
123,80,1,314,10.5,2025-12-18,,do zapłaty
124,765,1,317,7.0,2025-01-28,,do zapłaty
125,539,1,320,0.5,2025-07-18,,do zapłaty
126,943,1,322,11.0,2024-02-22,,do zapłaty
127,661,1,323,14.5,2025-11-26,,do zapłaty
128,155,1,325,2.5,2024-09-21,,do zapłaty
129,397,1,326,5.0,2025-12-28,,do zapłaty
130,754,1,327,2.0,2025-02-02,,do zapłaty
131,42,1,332,3.5,2025-12-28,,do zapłaty
132,543,1,333,8.0,2025-06-26,,do zapłaty
133,989,1,340,2.0,2024-04-16,,do zapłaty
134,282,1,341,9.5,2025-08-31,,do zapłaty
135,789,1,344,3.5,2025-01-14,,do zapłaty
136,34,1,347,11.5,2025-02-23,,do zapłaty
137,978,1,349,14.5,2025-04-15,,do zapłaty
138,96,1,350,7.5,2025-04-21,,do zapłaty
139,360,1,353,8.5,2024-02-17,,do zapłaty
140,37,1,356,3.0,2024-04-06,,do zapłaty
141,250,1,358,8.0,2024-12-27,,do zapłaty
142,194,1,360,15.0,2024-05-20,,do zapłaty
143,911,1,366,15.0,2024-11-28,,do zapłaty
144,46,1,370,12.5,2025-06-28,,do zapłaty
145,184,1,374,9.0,2025-01-07,,do zapłaty
146,739,1,375,8.5,2025-02-08,,do zapłaty
147,126,1,379,12.5,2024-09-26,,do zapłaty
148,760,1,380,0.5,2025-12-28,,do zapłaty
149,287,1,381,11.5,2025-07-15,,do zapłaty
150,538,1,382,1.0,2025-03-18,,do zapłaty
151,515,1,385,7.5,2025-05-26,,do zapłaty
152,766,1,386,6.0,2025-07-19,,do zapłaty
153,90,1,387,0.5,2024-07-31,,do zapłaty
154,270,1,391,12.0,2025-01-27,,do zapłaty
155,146,1,392,3.0,2024-07-05,,do zapłaty
156,701,1,395,7.5,2024-09-28,,do zapłaty
157,581,1,396,3.5,2024-07-10,,do zapłaty
158,560,1,398,14.0,2025-01-09,,do zapłaty
159,408,1,400,3.0,2025-06-10,,do zapłaty
160,420,1,409,4.5,2024-07-29,,do zapłaty
161,515,1,412,1.0,2025-04-20,,do zapłaty
162,494,1,417,8.5,2025-10-18,,do zapłaty
163,676,1,418,7.0,2024-05-06,,do zapłaty
164,774,1,421,7.5,2024-08-01,,do zapłaty
165,249,1,428,3.0,2024-08-19,,do zapłaty
166,679,1,429,9.0,2025-07-05,,do zapłaty
167,60,1,431,6.5,2024-04-15,,do zapłaty
168,332,1,432,9.0,2024-04-29,,do zapłaty
169,963,1,436,14.5,2024-07-09,,do zapłaty
170,733,1,439,8.5,2025-03-28,,do zapłaty
171,751,1,441,7.0,2024-03-19,,do zapłaty
172,22,1,443,9.5,2025-10-15,,do zapłaty
173,275,1,446,13.0,2024-03-16,,do zapłaty
174,357,1,449,4.5,2025-06-13,,do zapłaty
175,825,1,450,11.5,2025-10-07,,do zapłaty
176,274,1,456,6.0,2025-10-18,,do zapłaty
177,818,1,458,2.5,2024-02-21,,do zapłaty
178,532,1,459,1.5,2024-11-08,,do zapłaty
179,851,1,460,3.0,2025-08-16,,do zapłaty
180,524,1,461,11.5,2024-03-14,,do zapłaty
181,948,1,463,4.5,2025-04-25,,do zapłaty
182,364,1,465,9.0,2024-04-24,,do zapłaty
183,803,1,466,15.0,2024-05-22,,do zapłaty
184,731,1,468,1.5,2025-06-30,,do zapłaty
185,60,1,471,4.5,2024-08-18,,do zapłaty
186,641,1,472,4.5,2025-05-18,,do zapłaty
187,661,1,474,10.5,2024-08-14,,do zapłaty
188,499,1,489,14.0,2024-06-28,,do zapłaty
189,507,1,490,11.0,2024-06-13,,do zapłaty
190,292,1,494,12.0,2024-07-29,,do zapłaty
191,956,1,495,3.5,2025-06-05,,do zapłaty
192,783,1,496,12.5,2024-03-10,,do zapłaty
193,776,1,500,13.5,2025-08-27,,do zapłaty
194,55,1,502,4.5,2024-10-23,,do zapłaty
195,71,1,503,7.0,2024-02-14,,do zapłaty
196,530,1,512,12.5,2024-05-16,,do zapłaty
197,777,1,523,3.0,2025-03-01,,do zapłaty
198,222,1,528,3.5,2025-02-07,,do zapłaty
199,321,1,529,6.5,2024-11-28,,do zapłaty
200,807,1,530,8.0,2025-07-30,,do zapłaty
201,923,1,531,10.5,2025-11-14,,do zapłaty
202,621,1,535,9.0,2024-06-17,,do zapłaty
203,646,1,536,7.0,2024-02-22,,do zapłaty
204,829,1,538,8.0,2024-03-28,,do zapłaty
205,831,1,541,12.0,2025-07-18,,do zapłaty
206,730,1,542,14.0,2024-06-05,,do zapłaty
207,618,1,544,5.5,2024-11-15,,do zapłaty
208,196,1,548,13.0,2024-04-14,,do zapłaty
209,378,1,550,12.0,2024-04-12,,do zapłaty
210,487,1,553,14.0,2025-09-27,,do zapłaty
211,490,1,557,14.0,2024-08-15,,do zapłaty
212,818,1,567,2.5,2024-02-09,,do zapłaty
213,879,1,571,11.0,2024-10-28,,do zapłaty
214,351,1,572,7.5,2025-03-20,,do zapłaty
215,541,1,574,8.0,2025-08-12,,do zapłaty
216,758,1,576,4.0,2025-11-24,,do zapłaty
217,584,1,578,5.0,2025-12-28,,do zapłaty
218,523,1,580,13.0,2025-07-14,,do zapłaty
219,364,1,581,9.0,2024-03-30,,do zapłaty
220,851,1,588,4.0,2025-09-02,,do zapłaty
221,92,1,589,5.5,2025-05-28,,do zapłaty
222,116,1,590,3.0,2024-09-20,,do zapłaty
223,846,1,591,8.0,2024-09-10,,do zapłaty
224,165,1,597,5.5,2025-11-12,,do zapłaty
225,85,1,598,7.5,2024-11-19,,do zapłaty
226,783,1,599,6.5,2024-07-08,,do zapłaty
227,671,1,600,10.0,2025-03-05,,do zapłaty
228,657,1,606,11.0,2025-09-29,,do zapłaty
229,686,1,608,14.0,2024-11-10,,do zapłaty
230,840,1,609,7.5,2025-09-10,,do zapłaty
231,901,1,610,2.0,2024-03-31,,do zapłaty
232,205,1,613,14.5,2025-08-05,,do zapłaty
233,266,1,614,11.5,2025-06-06,,do zapłaty
234,1,1,615,5.5,2025-07-19,,do zapłaty
235,719,1,620,4.5,2024-11-17,,do zapłaty
236,300,1,621,12.0,2025-08-20,,do zapłaty
237,529,1,624,7.5,2025-02-16,,do zapłaty
238,952,1,625,7.5,2025-03-30,,do zapłaty
239,435,1,626,11.5,2025-02-06,,do zapłaty
240,264,1,627,1.0,2024-04-29,,do zapłaty
241,509,1,629,6.5,2024-05-20,,do zapłaty
242,948,1,630,3.0,2024-09-11,,do zapłaty
243,859,1,642,5.0,2024-07-04,,do zapłaty
244,502,1,644,1.0,2025-11-19,,do zapłaty
245,889,1,645,8.0,2024-10-02,,do zapłaty
246,784,1,648,7.5,2024-06-29,,do zapłaty
247,797,1,654,12.5,2024-05-31,,do zapłaty
248,295,1,655,12.5,2025-07-06,,do zapłaty
249,435,1,659,2.5,2025-05-22,,do zapłaty
250,522,1,662,12.0,2024-10-20,,do zapłaty
251,589,1,663,1.0,2024-03-10,,do zapłaty
252,36,1,664,5.5,2024-03-07,,do zapłaty
253,181,1,665,10.5,2024-06-05,,do zapłaty
254,767,1,666,13.0,2025-05-12,,do zapłaty
255,994,1,667,14.0,2025-05-17,,do zapłaty
256,197,1,668,5.0,2025-07-10,,do zapłaty
257,643,1,669,9.0,2025-02-21,,do zapłaty
258,733,1,670,4.5,2024-06-07,,do zapłaty
259,638,1,671,6.0,2025-02-26,,do zapłaty
260,884,1,672,15.0,2025-09-09,,do zapłaty
261,943,1,678,11.5,2025-10-17,,do zapłaty
262,164,1,686,1.5,2025-12-28,,do zapłaty
263,916,1,688,4.5,2024-08-24,,do zapłaty
264,206,1,691,15.0,2025-03-28,,do zapłaty
265,846,1,692,4.0,2025-08-23,,do zapłaty
266,146,1,695,14.0,2025-12-27,,do zapłaty
267,716,1,696,13.5,2024-04-11,,do zapłaty
268,67,1,700,15.0,2024-09-14,,do zapłaty
269,411,1,703,5.0,2024-05-05,,do zapłaty
270,998,1,704,5.0,2024-06-30,,do zapłaty
271,530,1,705,15.0,2024-05-09,,do zapłaty
272,970,1,706,5.5,2025-08-09,,do zapłaty
273,613,1,709,14.0,2024-11-04,,do zapłaty
274,464,1,710,10.0,2025-06-21,,do zapłaty
275,366,1,714,8.0,2025-11-17,,do zapłaty
276,634,1,716,3.5,2024-04-30,,do zapłaty
277,361,1,717,0.5,2025-04-27,,do zapłaty
278,530,1,720,7.0,2025-07-26,,do zapłaty
279,395,1,725,1.0,2024-03-22,,do zapłaty
280,327,1,726,8.5,2024-06-19,,do zapłaty
281,804,1,727,12.5,2024-12-11,,do zapłaty
282,676,1,729,12.0,2024-10-02,,do zapłaty
283,1,1,730,4.5,2025-05-02,,do zapłaty
284,736,1,733,6.0,2025-09-08,,do zapłaty
285,644,1,734,8.5,2024-06-18,,do zapłaty
286,603,1,735,9.0,2025-10-30,,do zapłaty
287,996,1,736,13.0,2025-07-24,,do zapłaty
288,347,1,740,9.5,2024-05-24,,do zapłaty
289,455,1,742,1.0,2024-07-27,,do zapłaty
290,789,1,743,10.0,2025-10-18,,do zapłaty
291,725,1,745,11.5,2024-12-15,,do zapłaty
292,407,1,747,13.5,2025-02-09,,do zapłaty
293,475,1,756,3.5,2025-11-18,,do zapłaty
294,654,1,758,7.0,2024-10-11,,do zapłaty
295,855,1,759,8.5,2024-11-05,,do zapłaty
296,963,1,760,1.5,2025-03-13,,do zapłaty
297,611,1,763,1.5,2025-03-08,,do zapłaty
298,29,1,765,15.0,2025-12-05,,do zapłaty
299,884,1,769,12.0,2024-03-31,,do zapłaty
300,23,1,770,15.0,2025-08-05,,do zapłaty
301,707,1,774,7.0,2025-05-28,,do zapłaty
302,921,1,776,3.0,2024-04-21,,do zapłaty
303,287,1,777,8.5,2024-06-29,,do zapłaty
304,44,1,779,8.5,2024-11-14,,do zapłaty
305,562,1,780,14.5,2025-02-02,,do zapłaty
306,819,1,783,12.0,2025-12-27,,do zapłaty
307,954,1,786,7.5,2025-01-09,,do zapłaty
308,682,1,787,6.5,2024-03-16,,do zapłaty
309,730,1,788,3.5,2024-08-11,,do zapłaty
310,930,1,789,13.5,2024-11-18,,do zapłaty
311,552,1,790,6.0,2025-03-01,,do zapłaty
312,614,1,793,13.5,2024-08-16,,do zapłaty
313,250,1,794,5.5,2025-11-14,,do zapłaty
314,977,1,797,6.0,2025-03-12,,do zapłaty
315,587,1,802,3.0,2025-06-16,,do zapłaty
316,637,1,803,9.5,2025-10-08,,do zapłaty
317,426,1,809,6.5,2024-10-23,,do zapłaty
318,652,1,811,12.0,2024-11-27,,do zapłaty
319,826,1,812,4.0,2025-05-26,,do zapłaty
320,427,1,813,11.5,2025-05-27,,do zapłaty
321,193,1,814,6.0,2024-12-09,,do zapłaty
322,271,1,815,1.0,2024-04-30,,do zapłaty
323,671,1,821,13.5,2024-12-23,,do zapłaty
324,178,1,822,5.0,2024-04-10,,do zapłaty
325,292,1,824,10.0,2025-09-15,,do zapłaty
326,466,1,831,11.0,2025-03-12,,do zapłaty
327,589,1,836,12.5,2025-04-05,,do zapłaty
328,283,1,837,13.5,2025-11-20,,do zapłaty
329,900,1,839,2.5,2025-01-02,,do zapłaty
330,335,1,843,0.5,2025-01-13,,do zapłaty
331,451,1,844,1.5,2025-07-17,,do zapłaty
332,137,1,851,6.0,2025-04-02,,do zapłaty
333,504,1,852,5.5,2025-03-26,,do zapłaty
334,181,1,853,12.5,2025-08-24,,do zapłaty
335,147,1,855,5.5,2025-03-18,,do zapłaty
336,653,1,857,5.5,2025-06-28,,do zapłaty
337,36,1,859,2.5,2025-08-09,,do zapłaty
338,729,1,860,1.5,2025-05-26,,do zapłaty
339,441,1,862,3.5,2024-10-04,,do zapłaty
340,896,1,869,15.0,2024-11-07,,do zapłaty
341,962,1,870,14.0,2024-11-28,,do zapłaty
342,692,1,871,6.0,2025-08-11,,do zapłaty
343,489,1,873,10.5,2025-03-13,,do zapłaty
344,476,1,874,0.5,2024-08-29,,do zapłaty
345,208,1,875,9.5,2024-07-30,,do zapłaty
346,756,1,879,2.0,2025-12-28,,do zapłaty
347,204,1,880,8.0,2024-12-30,,do zapłaty
348,339,1,881,9.5,2025-02-18,,do zapłaty
349,774,1,882,13.0,2025-01-16,,do zapłaty
350,848,1,884,9.0,2025-10-19,,do zapłaty
351,861,1,887,7.5,2025-01-23,,do zapłaty
352,876,1,897,13.5,2025-12-02,,do zapłaty
353,521,1,899,13.0,2024-05-18,,do zapłaty
354,867,1,902,7.0,2025-11-11,,do zapłaty
355,251,1,903,2.0,2025-05-17,,do zapłaty
356,760,1,904,6.5,2025-01-01,,do zapłaty
357,633,1,905,9.0,2024-10-15,,do zapłaty
358,70,1,906,13.5,2025-12-02,,do zapłaty
359,665,1,913,9.5,2025-10-08,,do zapłaty
360,172,1,914,7.0,2025-05-02,,do zapłaty
361,278,1,918,14.5,2024-07-24,,do zapłaty
362,106,1,920,5.0,2024-09-13,,do zapłaty
363,592,1,928,11.0,2024-10-15,,do zapłaty
364,542,1,930,8.0,2025-11-25,,do zapłaty
365,100,1,934,11.5,2025-12-03,,do zapłaty
366,278,1,935,11.5,2025-11-24,,do zapłaty
367,890,1,941,11.0,2025-05-14,,do zapłaty
368,128,1,943,6.0,2025-12-21,,do zapłaty
369,150,1,944,4.5,2024-12-28,,do zapłaty
370,825,1,945,10.0,2025-02-04,,do zapłaty
371,933,1,946,9.0,2024-04-18,,do zapłaty
372,839,1,950,14.0,2025-07-23,,do zapłaty
373,224,1,951,2.0,2025-10-25,,do zapłaty
374,134,1,962,11.0,2025-03-19,,do zapłaty
375,793,1,967,14.5,2025-02-14,,do zapłaty
376,228,1,968,14.5,2025-12-03,,do zapłaty
377,881,1,969,14.5,2024-05-05,,do zapłaty
378,275,1,972,2.5,2024-11-09,,do zapłaty
379,907,1,973,0.5,2025-04-08,,do zapłaty
380,562,1,974,6.5,2024-05-26,,do zapłaty
381,236,1,979,13.5,2024-12-05,,do zapłaty
382,641,1,980,15.0,2024-12-29,,do zapłaty
383,535,1,982,12.5,2024-09-03,,do zapłaty
384,370,1,984,14.0,2024-08-05,,do zapłaty
385,180,1,985,3.0,2024-08-16,,do zapłaty
386,427,1,989,7.0,2024-03-28,,do zapłaty
387,908,1,990,4.5,2025-10-05,,do zapłaty
388,819,1,993,14.0,2025-11-08,,do zapłaty
389,174,1,994,13.0,2024-07-02,,do zapłaty
390,471,1,995,7.0,2025-08-17,,do zapłaty
391,798,1,996,6.5,2025-03-15,,do zapłaty
392,224,1,997,9.0,2024-10-16,,do zapłaty
393,220,1,1000,11.0,2025-12-28,,do zapłaty
394,233,1,1006,11.5,2025-05-29,,do zapłaty
395,573,1,1008,1.5,2025-03-06,,do zapłaty
396,676,1,1010,10.5,2024-02-29,,do zapłaty
397,183,1,1013,1.0,2025-12-09,,do zapłaty
398,329,1,1015,6.0,2024-05-04,,do zapłaty
399,612,1,1017,6.5,2024-09-28,,do zapłaty
400,44,1,1020,6.0,2024-08-24,,do zapłaty
401,774,1,1022,9.0,2024-06-15,,do zapłaty
402,139,1,1024,12.0,2024-04-10,,do zapłaty
403,536,1,1028,2.5,2025-11-18,,do zapłaty
404,889,1,1029,2.5,2025-12-28,,do zapłaty
405,204,1,1031,3.0,2025-11-06,,do zapłaty
406,975,1,1033,5.0,2025-04-11,,do zapłaty
407,721,1,1034,7.0,2024-11-20,,do zapłaty
408,146,1,1035,7.5,2025-10-16,,do zapłaty
409,739,1,1038,4.5,2025-03-15,,do zapłaty
410,12,1,1039,6.0,2025-10-25,,do zapłaty
411,198,1,1040,14.5,2025-10-14,,do zapłaty
412,688,1,1043,4.5,2024-06-20,,do zapłaty
413,269,1,1047,2.5,2025-10-31,,do zapłaty
414,759,1,1050,5.0,2024-03-19,,do zapłaty
415,453,1,1051,10.5,2024-06-20,,do zapłaty
416,771,1,1052,11.0,2024-04-16,,do zapłaty
417,288,1,1055,2.5,2024-07-03,,do zapłaty
418,380,1,1058,5.0,2025-04-17,,do zapłaty
419,367,1,1060,5.5,2024-09-07,,do zapłaty
420,345,1,1066,9.0,2025-06-05,,do zapłaty
421,133,1,1067,7.5,2024-11-01,,do zapłaty
422,253,1,1068,11.0,2025-09-14,,do zapłaty
423,556,1,1076,15.0,2025-11-28,,do zapłaty
424,487,1,1078,11.5,2024-11-04,,do zapłaty
425,234,1,1079,7.5,2025-04-11,,do zapłaty
426,504,1,1080,1.5,2025-10-18,,do zapłaty
427,172,1,1084,2.0,2025-10-31,,do zapłaty
428,926,1,1085,0.5,2024-07-23,,do zapłaty
429,85,1,1089,9.5,2024-03-06,,do zapłaty
430,244,1,1093,11.0,2024-03-06,,do zapłaty
431,99,1,1095,14.5,2025-12-03,,do zapłaty
432,155,1,1096,2.0,2025-12-03,,do zapłaty
433,683,1,1097,8.0,2025-10-09,,do zapłaty
434,582,1,1099,7.5,2025-04-02,,do zapłaty
435,392,1,1100,5.5,2025-06-05,,do zapłaty
436,263,1,1101,7.5,2025-08-06,,do zapłaty
437,316,1,1104,10.0,2024-02-19,,do zapłaty
438,564,1,1106,13.0,2024-10-27,,do zapłaty
439,864,1,1108,13.0,2024-07-28,,do zapłaty
440,973,1,1112,10.5,2024-02-25,,do zapłaty
441,952,1,1113,6.5,2024-06-23,,do zapłaty
442,419,1,1114,6.5,2025-11-11,,do zapłaty
443,738,1,1116,3.0,2024-08-03,,do zapłaty
444,622,1,1119,6.0,2024-05-15,,do zapłaty
445,794,1,1120,1.0,2024-04-08,,do zapłaty
446,150,1,1123,0.5,2025-07-08,,do zapłaty
447,101,1,1131,11.0,2024-12-13,,do zapłaty
448,404,1,1132,5.5,2024-09-15,,do zapłaty
449,475,1,1133,4.0,2025-11-01,,do zapłaty
450,643,1,1135,11.0,2025-09-26,,do zapłaty
451,445,1,1137,12.5,2025-05-24,,do zapłaty
452,792,1,1138,7.5,2024-02-15,,do zapłaty
453,381,1,1139,11.0,2025-05-23,,do zapłaty
454,853,1,1140,11.5,2025-04-22,,do zapłaty
455,789,1,1142,4.5,2024-07-30,,do zapłaty
456,410,1,1143,8.0,2025-09-18,,do zapłaty
457,773,1,1144,10.0,2025-03-26,,do zapłaty
458,270,1,1150,11.0,2024-04-29,,do zapłaty
459,71,1,1152,12.0,2025-06-27,,do zapłaty
460,984,1,1157,14.0,2024-06-03,,do zapłaty
461,56,1,1162,3.5,2024-12-17,,do zapłaty
462,405,1,1164,2.5,2024-08-20,,do zapłaty
463,703,1,1165,12.5,2025-04-17,,do zapłaty
464,460,1,1166,2.0,2024-03-14,,do zapłaty
465,372,1,1168,10.0,2024-07-30,,do zapłaty
466,148,1,1169,1.0,2024-11-22,,do zapłaty
467,81,1,1173,1.5,2025-08-17,,do zapłaty
468,382,1,1174,4.5,2024-05-23,,do zapłaty
469,270,1,1180,5.0,2024-08-02,,do zapłaty
470,911,1,1181,1.0,2025-03-09,,do zapłaty
471,737,1,1185,11.0,2024-06-03,,do zapłaty
472,118,1,1188,14.0,2024-05-20,,do zapłaty
473,608,1,1191,2.5,2025-06-02,,do zapłaty
474,843,1,1196,13.5,2025-12-10,,do zapłaty
475,746,1,1197,4.5,2024-04-26,,do zapłaty
476,176,1,1203,4.5,2025-03-30,,do zapłaty
477,822,1,1205,8.5,2025-07-10,,do zapłaty
478,812,1,1206,1.0,2024-06-14,,do zapłaty
479,632,1,1207,2.5,2025-01-02,,do zapłaty
480,24,1,1210,14.0,2024-03-20,,do zapłaty
481,535,1,1211,9.0,2024-05-30,,do zapłaty
482,141,1,1212,6.0,2025-06-15,,do zapłaty
483,444,1,1216,7.5,2024-10-28,,do zapłaty
484,823,1,1217,10.0,2024-03-03,,do zapłaty
485,256,1,1218,2.5,2024-10-13,,do zapłaty
486,883,1,1225,7.5,2024-12-06,,do zapłaty
487,432,1,1234,15.0,2024-02-28,,do zapłaty
488,376,1,1235,5.5,2024-07-10,,do zapłaty
489,939,1,1236,9.5,2025-10-22,,do zapłaty
490,722,1,1238,2.0,2025-03-24,,do zapłaty
491,714,1,1241,2.0,2024-09-11,,do zapłaty
492,110,1,1242,5.5,2025-12-28,,do zapłaty
493,715,1,1247,3.5,2024-03-15,,do zapłaty
494,273,1,1253,11.5,2025-06-04,,do zapłaty
495,527,1,1254,14.5,2024-04-21,,do zapłaty
496,1000,1,1255,4.0,2025-09-24,,do zapłaty
497,185,1,1259,2.0,2024-05-30,,do zapłaty
498,489,1,1260,6.0,2024-08-27,,do zapłaty
499,584,1,1263,4.0,2025-05-05,,do zapłaty
500,363,1,1265,2.5,2025-09-11,,do zapłaty
501,150,1,1266,4.5,2025-04-16,,do zapłaty
502,479,1,1267,11.5,2024-07-25,,do zapłaty
503,545,1,1274,0.5,2024-05-10,,do zapłaty
504,524,1,1277,5.0,2024-04-11,,do zapłaty
505,676,1,1282,3.0,2025-03-06,,do zapłaty
506,602,1,1283,7.5,2025-02-01,,do zapłaty
507,513,1,1284,11.5,2025-03-17,,do zapłaty
508,962,1,1286,7.5,2024-07-14,,do zapłaty
509,30,1,1287,1.0,2025-02-19,,do zapłaty
510,799,1,1292,5.0,2025-12-28,,do zapłaty
