id_rezerwacji,nr_isbn,id_osoby,id_filii,data_rezerwacji,status,wygasa_dnia
54,9781773311876,115,7,2025-12-28 19:14:41,oczekująca,2025-12-31
55,9780134362441,717,7,2025-12-28 19:13:51,oczekująca,2025-12-31
56,9780414399907,444,10,2025-12-28 19:14:16,oczekująca,2025-12-31
57,9780134362441,534,7,2025-12-28 19:14:13,anulowana,2025-12-31
58,9780280858225,244,5,2025-12-28 19:14:12,oczekująca,2025-12-31
59,9781138492578,118,10,2025-12-28 19:14:03,oczekująca,2025-12-31
60,9780668657846,352,6,2025-12-28 19:14:40,oczekująca,2025-12-31
61,9780523118734,701,4,2025-12-28 19:14:50,zrealizowana,2025-12-31
62,9781337968874,432,2,2025-12-28 19:14:46,zrealizowana,2025-12-31
63,9780888596710,233,5,2025-12-28 19:14:35,zrealizowana,2025-12-31
64,9781296362881,743,6,2025-12-28 19:14:32,anulowana,2025-12-31
65,9781072287513,128,6,2025-12-28 19:14:39,zrealizowana,2025-12-31
66,9781536822250,245,1,2025-12-28 19:14:11,anulowana,2025-12-31
67,9781718044685,259,7,2025-12-28 19:14:47,anulowana,2025-12-31
68,9781786430304,574,8,2025-12-28 19:14:39,oczekująca,2025-12-31
69,9781432155315,448,2,2025-12-28 19:14:00,zrealizowana,2025-12-31
70,9780582900776,175,9,2025-12-28 19:14:22,anulowana,2025-12-31
71,9781773311876,835,10,2025-12-28 19:14:28,zrealizowana,2025-12-31
72,9781536822250,928,2,2025-12-28 19:14:40,zrealizowana,2025-12-31
73,9780466343330,589,6,2025-12-28 19:14:43,anulowana,2025-12-31
74,9780005513132,718,4,2025-12-28 19:14:18,oczekująca,2025-12-31
75,9780668657846,397,5,2025-12-28 19:13:57,anulowana,2025-12-31
76,9781718044685,245,9,2025-12-28 19:14:24,oczekująca,2025-12-31
77,9781134555819,785,1,2025-12-28 19:14:04,anulowana,2025-12-31
78,9781072287513,587,8,2025-12-28 19:14:11,zrealizowana,2025-12-31
79,9781432155315,358,3,2025-12-28 19:14:12,oczekująca,2025-12-31
80,9780582900776,784,1,2025-12-28 19:13:58,zrealizowana,2025-12-31
81,9781134555819,133,3,2025-12-28 19:14:43,anulowana,2025-12-31
82,9781759252018,579,1,2025-12-28 19:14:41,zrealizowana,2025-12-31
83,9780690936506,795,10,2025-12-28 19:14:27,oczekująca,2025-12-31
84,9780005513132,495,2,2025-12-28 19:14:36,oczekująca,2025-12-31
85,9781536822250,754,3,2025-12-28 19:14:36,oczekująca,2025-12-31
86,9781786430304,861,1,2025-12-28 19:14:00,oczekująca,2025-12-31
87,9781426248160,235,4,2025-12-28 19:14:29,zrealizowana,2025-12-31
88,9780348977738,53,1,2025-12-28 19:13:59,anulowana,2025-12-31
89,9781545385265,527,7,2025-12-28 19:14:04,anulowana,2025-12-31
90,9781786430304,561,7,2025-12-28 19:14:32,oczekująca,2025-12-31
91,9780735005464,780,8,2025-12-28 19:14:47,zrealizowana,2025-12-31
92,9780690936506,94,2,2025-12-28 19:14:38,anulowana,2025-12-31
93,9781718044685,944,4,2025-12-28 19:14:30,zrealizowana,2025-12-31
94,9780134362441,79,1,2025-12-28 19:14:10,zrealizowana,2025-12-31
95,9781616142964,499,3,2025-12-28 19:14:39,oczekująca,2025-12-31
96,9780690936506,487,1,2025-12-28 19:14:25,oczekująca,2025-12-31
97,9780814943571,257,6,2025-12-28 19:14:35,oczekująca,2025-12-31
98,9781134555819,860,9,2025-12-28 19:14:01,anulowana,2025-12-31
99,9780625136742,471,5,2025-12-28 19:14:43,zrealizowana,2025-12-31
100,9781865407234,223,8,2025-12-28 19:14:35,anulowana,2025-12-31
101,9780280858225,93,8,2025-12-28 19:14:46,anulowana,2025-12-31
102,9781017268270,588,1,2025-12-28 19:13:52,anulowana,2025-12-31
103,9781256020141,109,2,2025-12-28 19:14:50,zrealizowana,2025-12-31
104,9780362591026,311,8,2025-12-28 19:14:37,zrealizowana,2025-12-31
105,9780690936506,743,1,2025-12-28 19:14:39,anulowana,2025-12-31
106,9780582900776,631,10,2025-12-28 19:13:54,oczekująca,2025-12-31
107,9780625136742,167,4,2025-12-28 19:13:55,zrealizowana,2025-12-31
108,9780362591026,515,4,2025-12-28 19:14:07,anulowana,2025-12-31
109,9781536822250,387,10,2025-12-28 19:14:38,anulowana,2025-12-31
110,9780798423175,222,8,2025-12-28 19:13:57,anulowana,2025-12-31
111,9781072287513,991,9,2025-12-28 19:14:33,oczekująca,2025-12-31
112,9780668657846,670,5,2025-12-28 19:14:26,zrealizowana,2025-12-31
113,9781718044685,821,7,2025-12-28 19:14:48,anulowana,2025-12-31
114,9781345231809,121,10,2025-12-28 19:14:15,oczekująca,2025-12-31
115,9780743425230,521,8,2025-12-28 19:14:26,anulowana,2025-12-31
116,9780735005464,889,7,2025-12-28 19:14:35,zrealizowana,2025-12-31
117,9781256020141,765,6,2025-12-28 19:14:21,zrealizowana,2025-12-31
118,9780523118734,747,2,2025-12-28 19:14:14,zrealizowana,2025-12-31
119,9780362591026,401,8,2025-12-28 19:13:56,zrealizowana,2025-12-31
120,9780888596710,239,8,2025-12-28 19:14:08,anulowana,2025-12-31
121,9781435262805,654,5,2025-12-28 19:14:05,oczekująca,2025-12-31
122,9781432155315,656,5,2025-12-28 19:14:36,anulowana,2025-12-31
123,9780362591026,26,7,2025-12-28 19:13:53,oczekująca,2025-12-31
124,9781773311876,210,1,2025-12-28 19:13:56,oczekująca,2025-12-31
125,9780362591026,781,6,2025-12-28 19:14:01,zrealizowana,2025-12-31
126,9780466343330,478,2,2025-12-28 19:14:03,oczekująca,2025-12-31
127,9780928916836,870,2,2025-12-28 19:14:42,oczekująca,2025-12-31
128,9780414399907,710,7,2025-12-28 19:14:32,zrealizowana,2025-12-31
129,9780814943571,606,9,2025-12-28 19:13:56,zrealizowana,2025-12-31
130,9781874227250,106,2,2025-12-28 19:14:18,oczekująca,2025-12-31
131,9780798423175,473,5,2025-12-28 19:13:58,zrealizowana,2025-12-31
132,9780690936506,56,5,2025-12-28 19:13:55,zrealizowana,2025-12-31
133,9781296362881,863,1,2025-12-28 19:14:46,oczekująca,2025-12-31
134,9781296362881,313,7,2025-12-28 19:14:07,zrealizowana,2025-12-31
135,9781773311876,342,8,2025-12-28 19:14:23,oczekująca,2025-12-31
136,9781426248160,685,7,2025-12-28 19:14:22,anulowana,2025-12-31
137,9781773311876,269,2,2025-12-28 19:14:40,zrealizowana,2025-12-31
138,9781256020141,307,3,2025-12-28 19:14:14,zrealizowana,2025-12-31
139,9781167966286,481,10,2025-12-28 19:14:17,anulowana,2025-12-31
140,9781616142964,932,9,2025-12-28 19:14:36,anulowana,2025-12-31
141,9781536822250,856,3,2025-12-28 19:14:20,zrealizowana,2025-12-31
142,9781385509982,232,10,2025-12-28 19:14:51,anulowana,2025-12-31
143,9781024774184,576,2,2025-12-28 19:14:43,zrealizowana,2025-12-31
144,9781718044685,268,2,2025-12-28 19:14:27,oczekująca,2025-12-31
145,9781072287513,366,9,2025-12-28 19:14:41,zrealizowana,2025-12-31
146,9781786430304,337,8,2025-12-28 19:14:12,zrealizowana,2025-12-31
147,9780134362441,890,6,2025-12-28 19:14:32,zrealizowana,2025-12-31
148,9780814943571,385,2,2025-12-28 19:14:22,anulowana,2025-12-31
149,9781536822250,819,2,2025-12-28 19:14:11,anulowana,2025-12-31
150,9780582900776,628,10,2025-12-28 19:14:05,oczekująca,2025-12-31
151,9781024774184,137,8,2025-12-28 19:14:17,oczekująca,2025-12-31
152,9781017268270,423,10,2025-12-28 19:14:36,zrealizowana,2025-12-31
153,9780414399907,641,8,2025-12-28 19:13:52,oczekująca,2025-12-31
154,9781345231809,519,8,2025-12-28 19:14:33,zrealizowana,2025-12-31
155,9781786430304,566,10,2025-12-28 19:14:20,zrealizowana,2025-12-31
156,9780414399907,161,8,2025-12-28 19:14:36,zrealizowana,2025-12-31
157,9780094652866,350,4,2025-12-28 19:14:26,oczekująca,2025-12-31
158,9781426248160,435,5,2025-12-28 19:14:12,zrealizowana,2025-12-31
159,9781536822250,162,2,2025-12-28 19:14:41,oczekująca,2025-12-31
160,9781138492578,537,2,2025-12-28 19:14:12,oczekująca,2025-12-31
161,9780362591026,465,9,2025-12-28 19:14:05,zrealizowana,2025-12-31
162,9781385509982,631,5,2025-12-28 19:14:33,anulowana,2025-12-31
163,9780668657846,733,5,2025-12-28 19:14:36,anulowana,2025-12-31
164,9781138492578,339,4,2025-12-28 19:14:27,zrealizowana,2025-12-31
165,9781435262805,107,2,2025-12-28 19:14:14,anulowana,2025-12-31
166,9781759252018,793,3,2025-12-28 19:13:54,anulowana,2025-12-31
167,9780888596710,588,9,2025-12-28 19:14:00,anulowana,2025-12-31
168,9780690936506,577,5,2025-12-28 19:13:52,oczekująca,2025-12-31
169,9780094652866,139,1,2025-12-28 19:14:17,anulowana,2025-12-31
170,9781167966286,198,5,2025-12-28 19:13:59,anulowana,2025-12-31
171,9780814943571,818,10,2025-12-28 19:13:55,oczekująca,2025-12-31
172,9780814943571,924,7,2025-12-28 19:14:37,anulowana,2025-12-31
173,9781296362881,662,3,2025-12-28 19:14:15,zrealizowana,2025-12-31
174,9780798423175,704,3,2025-12-28 19:14:18,anulowana,2025-12-31
175,9781432155315,573,6,2025-12-28 19:14:04,oczekująca,2025-12-31
176,9780523118734,101,10,2025-12-28 19:14:14,zrealizowana,2025-12-31
177,9781865407234,288,10,2025-12-28 19:14:40,oczekująca,2025-12-31
178,9780027914276,371,7,2025-12-28 19:14:49,anulowana,2025-12-31
179,9781432155315,503,8,2025-12-28 19:14:29,oczekująca,2025-12-31
180,9781017268270,880,5,2025-12-28 19:13:53,oczekująca,2025-12-31
181,9780466343330,76,8,2025-12-28 19:14:07,zrealizowana,2025-12-31
182,9781167966286,245,5,2025-12-28 19:14:39,zrealizowana,2025-12-31
183,9780134362441,604,9,2025-12-28 19:14:32,anulowana,2025-12-31
184,9781698428123,646,10,2025-12-28 19:13:56,anulowana,2025-12-31
185,9780523118734,263,7,2025-12-28 19:13:56,zrealizowana,2025-12-31
186,9780668657846,839,4,2025-12-28 19:13:56,zrealizowana,2025-12-31
187,9781426248160,185,2,2025-12-28 19:14:15,oczekująca,2025-12-31
188,9780027914276,494,10,2025-12-28 19:14:50,zrealizowana,2025-12-31
189,9780690936506,485,8,2025-12-28 19:14:13,anulowana,2025-12-31
190,9781865407234,217,6,2025-12-28 19:14:09,anulowana,2025-12-31
191,9780523118734,484,8,2025-12-28 19:14:28,oczekująca,2025-12-31
192,9781345231809,241,7,2025-12-28 19:14:16,anulowana,2025-12-31
193,9780582900776,761,4,2025-12-28 19:14:45,anulowana,2025-12-31
194,9781134555819,646,7,2025-12-28 19:13:57,anulowana,2025-12-31
195,9780280858225,637,7,2025-12-28 19:14:31,oczekująca,2025-12-31
196,9781865407234,577,6,2025-12-28 19:14:08,anulowana,2025-12-31
197,9781536822250,543,4,2025-12-28 19:14:06,anulowana,2025-12-31
198,9781432155315,32,3,2025-12-28 19:13:59,oczekująca,2025-12-31
199,9780928916836,540,7,2025-12-28 19:14:21,oczekująca,2025-12-31
200,9780428279417,488,1,2025-12-28 19:14:29,oczekująca,2025-12-31
201,9780501265870,737,7,2025-12-28 19:14:06,anulowana,2025-12-31
202,9780523118734,63,8,2025-12-28 19:14:08,oczekująca,2025-12-31
203,9781138492578,1000,3,2025-12-28 19:14:46,oczekująca,2025-12-31
204,9781426248160,724,6,2025-12-28 19:14:09,oczekująca,2025-12-31
205,9781385509982,232,2,2025-12-28 19:13:52,oczekująca,2025-12-31
206,9780743425230,697,10,2025-12-28 19:14:34,zrealizowana,2025-12-31
207,9781167966286,83,3,2025-12-28 19:14:14,oczekująca,2025-12-31
208,9780414399907,931,3,2025-12-28 19:14:16,oczekująca,2025-12-31
209,9780094652866,955,3,2025-12-28 19:14:33,oczekująca,2025-12-31
210,9780523118734,584,7,2025-12-28 19:14:15,zrealizowana,2025-12-31
211,9780362591026,69,9,2025-12-28 19:14:11,zrealizowana,2025-12-31
212,9781759252018,811,9,2025-12-28 19:14:42,oczekująca,2025-12-31
213,9780735005464,965,1,2025-12-28 19:13:53,oczekująca,2025-12-31
214,9780543464620,189,2,2025-12-28 19:14:41,zrealizowana,2025-12-31
215,9781024774184,389,5,2025-12-28 19:13:51,zrealizowana,2025-12-31
216,9781017268270,477,10,2025-12-28 19:14:48,zrealizowana,2025-12-31
217,9781385509982,382,5,2025-12-28 19:14:38,anulowana,2025-12-31
218,9781432155315,674,3,2025-12-28 19:13:55,oczekująca,2025-12-31
219,9780888596710,743,7,2025-12-28 19:14:16,zrealizowana,2025-12-31
220,9781072287513,766,8,2025-12-28 19:14:14,zrealizowana,2025-12-31
221,9781024774184,671,3,2025-12-28 19:14:49,zrealizowana,2025-12-31
222,9780798423175,675,5,2025-12-28 19:14:49,zrealizowana,2025-12-31
223,9780094652866,642,7,2025-12-28 19:13:53,zrealizowana,2025-12-31
224,9781616142964,596,7,2025-12-28 19:14:24,zrealizowana,2025-12-31
225,9780928916836,615,7,2025-12-28 19:14:46,oczekująca,2025-12-31
226,9781017268270,417,3,2025-12-28 19:14:12,anulowana,2025-12-31
227,9781865407234,331,5,2025-12-28 19:13:51,oczekująca,2025-12-31
228,9781718044685,630,2,2025-12-28 19:14:02,oczekująca,2025-12-31
229,9780798423175,586,5,2025-12-28 19:14:01,zrealizowana,2025-12-31
230,9781773311876,676,10,2025-12-28 19:14:04,zrealizowana,2025-12-31
231,9780348977738,711,10,2025-12-28 19:14:36,zrealizowana,2025-12-31
232,9780582900776,554,1,2025-12-28 19:13:51,zrealizowana,2025-12-31
233,9780582900776,161,4,2025-12-28 19:14:13,zrealizowana,2025-12-31
234,9780735005464,80,3,2025-12-28 19:14:46,oczekująca,2025-12-31
235,9781536822250,41,7,2025-12-28 19:14:10,anulowana,2025-12-31
236,9781385509982,392,7,2025-12-28 19:14:51,anulowana,2025-12-31
237,9781759252018,97,7,2025-12-28 19:14:01,zrealizowana,2025-12-31
238,9781718044685,621,4,2025-12-28 19:14:42,zrealizowana,2025-12-31
239,9780888596710,36,3,2025-12-28 19:14:37,anulowana,2025-12-31
240,9780005513132,804,10,2025-12-28 19:13:51,oczekująca,2025-12-31
241,9781024774184,102,5,2025-12-28 19:14:48,zrealizowana,2025-12-31
242,9780280858225,206,2,2025-12-28 19:14:18,zrealizowana,2025-12-31
243,9781256020141,467,10,2025-12-28 19:14:25,oczekująca,2025-12-31
244,9781134555819,357,2,2025-12-28 19:13:56,zrealizowana,2025-12-31
245,9780501265870,864,1,2025-12-28 19:14:42,zrealizowana,2025-12-31
246,9780768677201,51,6,2025-12-28 19:14:13,anulowana,2025-12-31
247,9780888596710,994,10,2025-12-28 19:14:46,zrealizowana,2025-12-31
248,9781256020141,916,3,2025-12-28 19:14:40,zrealizowana,2025-12-31
249,9780348977738,940,10,2025-12-28 19:13:55,zrealizowana,2025-12-31
250,9780466343330,870,1,2025-12-28 19:14:42,oczekująca,2025-12-31
251,9781759252018,171,4,2025-12-28 19:14:12,oczekująca,2025-12-31
252,9781773311876,873,4,2025-12-28 19:14:30,oczekująca,2025-12-31
253,9780501265870,372,4,2025-12-28 19:14:12,zrealizowana,2025-12-31
254,9781345231809,990,10,2025-12-28 19:14:27,zrealizowana,2025-12-31
255,9780348977738,559,1,2025-12-28 19:14:04,oczekująca,2025-12-31
256,9781138492578,317,6,2025-12-28 19:14:43,oczekująca,2025-12-31
257,9780582900776,907,9,2025-12-28 19:14:29,anulowana,2025-12-31
258,9780582900776,450,8,2025-12-28 19:14:23,zrealizowana,2025-12-31
259,9780501265870,426,5,2025-12-28 19:13:59,zrealizowana,2025-12-31
260,9781786430304,751,8,2025-12-28 19:14:13,anulowana,2025-12-31
261,9781773311876,230,4,2025-12-28 19:14:25,anulowana,2025-12-31
262,9781616142964,825,5,2025-12-28 19:13:58,zrealizowana,2025-12-31
263,9780625136742,452,7,2025-12-28 19:13:59,anulowana,2025-12-31
264,9780768677201,358,2,2025-12-28 19:14:35,oczekująca,2025-12-31
265,9781337968874,751,7,2025-12-28 19:14:27,zrealizowana,2025-12-31
266,9781072287513,597,9,2025-12-28 19:14:24,oczekująca,2025-12-31
267,9780393892420,601,9,2025-12-28 19:14:08,zrealizowana,2025-12-31
268,9781718044685,628,3,2025-12-28 19:14:41,anulowana,2025-12-31
269,9781167966286,643,3,2025-12-28 19:14:29,zrealizowana,2025-12-31
270,9781435262805,474,1,2025-12-28 19:14:24,oczekująca,2025-12-31
271,9780362591026,123,6,2025-12-28 19:14:26,anulowana,2025-12-31
272,9780888596710,297,8,2025-12-28 19:14:48,oczekująca,2025-12-31
273,9780501265870,597,8,2025-12-28 19:14:45,anulowana,2025-12-31
274,9781426248160,319,5,2025-12-28 19:14:34,anulowana,2025-12-31
275,9780625136742,435,10,2025-12-28 19:14:09,anulowana,2025-12-31
276,9780690936506,994,2,2025-12-28 19:14:12,anulowana,2025-12-31
277,9781024774184,344,5,2025-12-28 19:14:02,zrealizowana,2025-12-31
278,9781134555819,462,4,2025-12-28 19:14:50,zrealizowana,2025-12-31
279,9781134555819,787,8,2025-12-28 19:14:22,anulowana,2025-12-31
280,9781545385265,235,5,2025-12-28 19:13:57,oczekująca,2025-12-31
281,9780348977738,341,3,2025-12-28 19:14:23,zrealizowana,2025-12-31
282,9781773311876,578,5,2025-12-28 19:14:27,zrealizowana,2025-12-31
283,9780735005464,835,6,2025-12-28 19:14:22,oczekująca,2025-12-31
284,9781134555819,116,5,2025-12-28 19:14:50,oczekująca,2025-12-31
285,9780690936506,659,9,2025-12-28 19:14:09,zrealizowana,2025-12-31
286,9781138492578,535,5,2025-12-28 19:14:10,zrealizowana,2025-12-31
287,9780768677201,962,1,2025-12-28 19:14:12,anulowana,2025-12-31
288,9780543464620,299,8,2025-12-28 19:14:47,anulowana,2025-12-31
289,9780027914276,571,7,2025-12-28 19:14:33,oczekująca,2025-12-31
290,9781435262805,592,6,2025-12-28 19:14:20,zrealizowana,2025-12-31
291,9780094652866,350,7,2025-12-28 19:14:14,oczekująca,2025-12-31
292,9780348977738,417,4,2025-12-28 19:14:35,anulowana,2025-12-31
293,9780501265870,419,2,2025-12-28 19:14:07,anulowana,2025-12-31
294,9781345231809,654,8,2025-12-28 19:14:19,zrealizowana,2025-12-31
295,9780380954667,372,9,2025-12-28 19:14:20,oczekująca,2025-12-31
296,9780625136742,745,8,2025-12-28 19:14:45,anulowana,2025-12-31
297,9780814943571,621,5,2025-12-28 19:14:44,oczekująca,2025-12-31
298,9780348977738,865,6,2025-12-28 19:14:03,anulowana,2025-12-31
299,9780798423175,926,3,2025-12-28 19:14:07,anulowana,2025-12-31
300,9780668657846,1000,5,2025-12-28 19:14:16,zrealizowana,2025-12-31
