id_kary,id_osoby,id_rodzaju_kary,id_wypozyczenia,kwota,data_nalozenia,data_oplacenia,status
68,144,1,91,6.0,2025-09-07,,opłacona
69,8,1,92,17.0,2024-03-07,2024-03-09,opłacona
70,112,1,94,16.0,2024-08-31,,opłacona
71,49,1,95,21.5,2024-04-05,2024-04-07,opłacona
72,5,1,98,10.5,2025-09-21,2025-09-23,aktywna
73,36,1,99,8.0,2024-08-22,2024-08-24,opłacona
74,47,1,100,8.5,2024-04-13,2024-04-15,opłacona
75,2,1,102,22.0,2024-12-22,,opłacona
76,146,1,104,6.5,2024-11-26,,opłacona
77,177,1,105,18.0,2024-12-27,2024-12-29,opłacona
78,21,1,106,14.5,2025-06-17,,aktywna
79,162,1,107,16.0,2025-06-25,,opłacona
80,14,1,108,12.0,2025-07-12,,opłacona
81,132,1,109,13.0,2024-04-22,2024-04-24,opłacona
82,153,1,111,18.0,2025-10-29,2025-10-31,aktywna
83,122,1,112,13.0,2024-02-09,,opłacona
84,189,1,113,4.0,2024-11-22,2024-11-24,aktywna
85,130,1,114,20.0,2024-07-25,2024-07-27,opłacona
86,158,1,115,22.0,2024-11-04,2024-11-06,aktywna
87,29,1,116,13.5,2024-09-14,,opłacona
88,45,1,117,17.0,2025-03-28,,opłacona
89,136,1,118,5.5,2024-10-19,,aktywna
90,40,1,119,19.0,2024-07-17,2024-07-19,opłacona
91,170,1,120,15.0,2025-04-30,,aktywna
92,165,1,122,21.0,2025-01-12,,aktywna
93,119,1,123,4.5,2024-03-28,2024-03-30,aktywna
94,175,1,124,10.0,2025-06-03,2025-06-05,aktywna
95,112,1,125,20.5,2025-11-10,2025-11-12,opłacona
96,11,1,127,12.0,2025-10-03,2025-10-05,opłacona
97,167,1,128,5.5,2025-11-06,2025-11-08,opłacona
98,150,1,130,19.5,2024-02-29,,aktywna
99,87,1,131,0.5,2024-08-25,2024-08-27,aktywna
100,26,1,133,16.5,2025-03-19,2025-03-21,opłacona
101,186,1,134,1.0,2025-09-15,,aktywna
102,24,1,135,14.0,2024-02-23,,aktywna
103,31,1,136,14.0,2025-03-14,,opłacona
104,196,1,137,13.0,2025-04-17,,aktywna
105,117,1,140,3.5,2024-09-18,2024-09-20,opłacona
106,42,1,141,3.5,2025-11-04,,opłacona
107,52,1,144,0.5,2025-12-07,2025-12-09,aktywna
108,139,1,145,1.5,2024-08-04,,opłacona
109,147,1,147,19.5,2025-07-31,2025-08-02,aktywna
110,128,1,148,15.0,2025-05-07,,aktywna
111,100,1,149,17.0,2025-03-26,2025-03-28,opłacona
112,1,1,150,19.5,2025-08-23,2025-08-25,opłacona
113,104,1,151,19.5,2025-08-24,,aktywna
114,200,1,153,13.0,2024-11-12,2024-11-14,opłacona
115,78,1,154,15.0,2025-03-27,,opłacona
116,88,1,155,9.5,2025-08-02,2025-08-04,aktywna
117,142,1,156,7.0,2024-08-08,,opłacona
118,100,1,157,15.0,2025-10-09,2025-10-11,opłacona
119,162,1,158,1.0,2025-07-26,,aktywna
120,7,1,159,13.5,2025-11-28,,opłacona
121,17,1,160,15.5,2024-03-23,2024-03-25,opłacona
122,10,1,162,5.5,2024-09-11,,opłacona
123,55,1,163,16.0,2025-09-27,2025-09-29,aktywna
124,189,1,165,15.5,2024-08-18,,opłacona
125,159,1,166,17.0,2025-03-09,,aktywna
126,162,1,167,4.5,2025-01-11,,opłacona
127,28,1,169,14.0,2025-11-11,,aktywna
128,52,1,170,20.5,2024-08-06,2024-08-08,opłacona
129,55,1,172,13.5,2025-05-18,,opłacona
130,31,1,173,19.0,2025-05-28,2025-05-30,aktywna
131,95,1,174,9.0,2025-09-09,,aktywna
132,26,1,175,15.0,2024-05-30,2024-06-01,aktywna
133,23,1,177,13.5,2025-04-23,2025-04-25,opłacona
134,37,1,179,11.5,2024-07-30,2024-08-01,opłacona
135,47,1,181,14.5,2025-07-13,,opłacona
136,108,1,182,2.5,2024-08-21,,aktywna
137,25,1,183,22.5,2025-10-04,,opłacona
138,161,1,184,3.5,2025-11-18,,aktywna
139,39,1,185,10.0,2025-11-04,2025-11-06,aktywna
140,94,1,187,8.5,2025-07-14,2025-07-16,opłacona
141,14,1,189,0.5,2024-09-29,,aktywna
142,132,1,190,2.5,2025-09-18,2025-09-20,opłacona
143,200,1,192,2.0,2025-03-10,,aktywna
144,57,1,194,13.5,2025-09-10,2025-09-12,aktywna
145,112,1,195,8.5,2025-12-11,2025-12-13,aktywna
146,96,1,196,18.0,2025-10-12,,opłacona
147,178,1,198,3.5,2024-02-05,,aktywna
148,88,1,200,4.0,2025-11-16,,aktywna
149,134,1,202,1.5,2024-12-19,2024-12-21,opłacona
150,64,1,204,8.5,2025-10-20,,aktywna
151,147,1,205,8.0,2024-07-02,,aktywna
152,136,1,207,20.5,2024-04-09,,opłacona
153,62,1,208,19.0,2024-05-25,,opłacona
154,56,1,209,4.0,2025-04-22,,aktywna
155,118,1,211,18.5,2025-05-28,,opłacona
156,198,1,212,17.5,2024-10-22,2024-10-24,aktywna
157,95,1,213,17.5,2024-05-27,,aktywna
158,110,1,215,17.0,2024-04-12,,aktywna
159,99,1,218,14.5,2025-08-06,,opłacona
160,45,1,219,17.5,2024-11-15,,aktywna
161,123,1,221,19.0,2025-07-30,,aktywna
162,91,1,222,11.0,2025-01-13,2025-01-15,opłacona
163,17,1,223,9.0,2025-06-09,2025-06-11,aktywna
164,182,1,224,21.0,2025-03-30,2025-04-01,opłacona
165,95,1,225,17.0,2024-06-25,,aktywna
166,118,1,226,7.5,2025-10-31,,opłacona
167,20,1,227,3.5,2024-09-03,,aktywna
168,39,1,228,11.5,2024-11-14,,opłacona
169,89,1,230,18.5,2025-06-28,,opłacona
170,17,1,231,20.5,2024-12-29,,opłacona
171,149,1,232,15.5,2025-01-06,2025-01-08,opłacona
172,171,1,233,21.5,2024-08-18,2024-08-20,opłacona
173,146,1,234,20.0,2025-01-22,2025-01-24,aktywna
174,67,1,235,6.5,2024-07-08,2024-07-10,aktywna
175,42,1,237,4.0,2024-10-23,,aktywna
176,182,1,238,16.0,2024-05-08,,aktywna
177,30,1,239,5.0,2024-05-07,,opłacona
178,95,1,240,12.5,2025-03-12,,opłacona
179,128,1,244,9.5,2024-06-30,2024-07-02,aktywna
180,190,1,245,11.0,2025-11-08,2025-11-10,opłacona
181,147,1,247,20.5,2025-06-14,2025-06-16,opłacona
182,174,1,249,4.5,2024-12-23,,opłacona
183,15,1,251,1.0,2025-11-26,,opłacona
184,6,1,252,22.0,2024-05-03,2024-05-05,aktywna
185,132,1,253,10.5,2025-01-24,2025-01-26,aktywna
186,110,1,255,6.5,2024-06-25,,opłacona
187,90,1,256,9.0,2025-09-06,,aktywna
188,114,1,258,20.5,2024-07-24,2024-07-26,opłacona
189,78,1,260,22.5,2025-05-05,2025-05-07,aktywna
190,105,1,262,3.5,2024-10-17,2024-10-19,aktywna
191,119,1,263,19.0,2024-12-21,,aktywna
192,98,1,264,10.5,2025-04-04,,opłacona
193,150,1,265,12.5,2025-06-08,2025-06-10,aktywna
194,1,1,266,4.5,2024-08-01,2024-08-03,aktywna
195,171,1,267,8.0,2024-11-28,,opłacona
196,191,1,270,10.0,2025-06-06,2025-06-08,opłacona
197,176,1,271,17.0,2024-10-30,,opłacona
198,188,1,272,22.0,2025-02-05,2025-02-07,aktywna
199,15,1,273,9.5,2024-03-01,,opłacona
200,14,1,274,8.0,2025-08-17,2025-08-19,aktywna
201,50,1,276,0.5,2025-05-17,,aktywna
202,83,1,277,0.5,2025-12-11,2025-12-13,opłacona
203,36,1,280,6.5,2024-04-22,2024-04-24,opłacona
204,57,1,282,20.0,2025-07-29,,opłacona
205,5,1,284,4.5,2025-11-03,2025-11-05,aktywna
206,114,1,285,14.0,2025-08-09,2025-08-11,aktywna
207,78,1,286,21.0,2024-08-28,,aktywna
208,178,1,287,2.0,2024-08-12,2024-08-14,aktywna
209,5,1,290,19.0,2025-12-08,2025-12-10,aktywna
210,28,1,291,16.0,2025-01-10,,opłacona
211,65,1,292,4.5,2024-05-18,,aktywna
212,32,1,293,1.5,2025-05-01,,aktywna
213,192,1,295,13.5,2024-07-12,2024-07-14,opłacona
214,129,1,296,14.5,2025-08-26,,aktywna
215,149,1,297,11.5,2024-10-10,,aktywna
216,73,1,298,19.0,2024-12-28,,aktywna
217,55,1,299,22.0,2024-07-16,2024-07-18,opłacona
218,151,1,300,16.5,2024-05-19,,aktywna
219,55,1,302,8.0,2024-07-30,,opłacona
220,196,1,304,4.0,2025-10-13,,aktywna
221,127,1,305,4.0,2024-06-18,2024-06-20,opłacona
222,114,1,306,8.0,2024-07-31,2024-08-02,opłacona
223,18,1,307,20.5,2024-12-04,2024-12-06,opłacona
224,173,1,309,9.0,2024-04-06,,aktywna
225,102,1,310,13.5,2025-09-30,,aktywna
226,52,1,312,7.5,2024-06-08,,aktywna
227,109,1,313,3.5,2024-01-31,2024-02-02,opłacona
228,122,1,314,4.5,2025-12-11,2025-12-13,opłacona
229,126,1,316,15.0,2025-02-22,,aktywna
230,174,1,318,0.5,2025-05-05,2025-05-07,opłacona
231,20,1,320,11.5,2025-11-01,2025-11-03,opłacona
232,76,1,321,10.5,2024-03-25,2024-03-27,opłacona
233,139,1,322,19.0,2024-08-06,,opłacona
234,31,1,323,5.0,2025-06-01,2025-06-03,opłacona
235,10,1,324,12.5,2025-03-26,2025-03-28,aktywna
236,111,1,325,17.5,2025-01-10,2025-01-12,opłacona
237,29,1,326,10.5,2024-02-03,2024-02-05,opłacona
238,41,1,327,7.5,2024-11-16,2024-11-18,opłacona
239,97,1,328,6.0,2025-02-17,2025-02-19,opłacona
240,94,1,330,18.5,2025-04-04,,opłacona
241,25,1,331,6.0,2025-05-12,2025-05-14,opłacona
242,170,1,332,2.5,2024-12-31,2025-01-02,aktywna
243,177,1,333,4.5,2025-09-06,,opłacona
244,169,1,335,13.0,2025-10-10,2025-10-12,opłacona
245,97,1,337,5.0,2025-06-19,,opłacona
246,177,1,338,5.5,2025-02-22,2025-02-24,opłacona
247,158,1,339,8.5,2025-01-11,,opłacona
248,20,1,340,12.0,2024-03-01,,opłacona
249,13,1,341,13.0,2024-05-26,2024-05-28,aktywna
250,149,1,343,5.5,2024-11-04,2024-11-06,aktywna
251,136,1,344,1.5,2024-11-21,2024-11-23,aktywna
252,78,1,345,4.5,2024-09-16,2024-09-18,opłacona
253,107,1,346,14.5,2025-10-21,2025-10-23,aktywna
254,5,1,347,11.5,2025-07-21,,opłacona
255,120,1,349,8.0,2025-12-11,2025-12-13,aktywna
256,39,1,351,19.0,2024-08-17,2024-08-19,opłacona
257,53,1,353,3.5,2024-04-19,2024-04-21,aktywna
258,176,1,354,7.5,2025-07-04,,aktywna
259,50,1,355,20.5,2025-12-06,2025-12-08,opłacona
260,166,1,357,1.0,2025-01-12,,opłacona
261,8,1,358,20.5,2024-12-26,2024-12-28,aktywna
262,105,1,362,16.0,2024-03-26,,opłacona
263,186,1,363,2.5,2025-01-21,,aktywna
264,171,1,364,19.5,2024-03-13,2024-03-15,opłacona
265,81,1,366,13.5,2025-09-23,2025-09-25,aktywna
266,105,1,369,13.5,2024-12-02,,opłacona
267,140,1,371,16.5,2025-04-14,,opłacona
268,38,1,372,17.5,2025-05-06,2025-05-08,opłacona
269,9,1,374,16.0,2025-02-07,,aktywna
270,142,1,375,15.0,2024-10-04,2024-10-06,aktywna
271,61,1,376,7.0,2024-08-17,,opłacona
272,66,1,377,21.0,2024-08-17,,opłacona
273,42,1,378,15.0,2025-06-24,2025-06-26,opłacona
274,21,1,380,10.5,2024-10-09,2024-10-11,opłacona
275,86,1,381,21.0,2025-11-11,,aktywna
276,67,1,382,6.0,2025-04-22,2025-04-24,opłacona
277,165,1,384,9.0,2024-07-22,,aktywna
278,52,1,385,5.0,2024-08-23,,aktywna
279,64,1,386,19.5,2024-11-27,,opłacona
280,82,1,387,22.5,2025-07-18,,opłacona
281,73,1,389,8.0,2025-02-13,2025-02-15,aktywna
282,6,1,391,15.5,2024-04-06,,aktywna
283,119,1,392,17.0,2024-12-25,,aktywna
284,159,1,393,3.0,2025-07-14,,aktywna
285,95,1,394,13.0,2025-07-12,,aktywna
286,135,1,395,9.5,2024-04-27,2024-04-29,aktywna
287,69,1,397,10.5,2025-11-30,2025-12-02,aktywna
288,53,1,398,21.0,2024-11-29,2024-12-01,aktywna
289,159,1,401,2.5,2025-05-29,2025-05-31,opłacona
290,3,1,402,22.5,2025-12-07,2025-12-09,opłacona
291,55,1,403,17.5,2025-01-10,2025-01-12,opłacona
292,61,1,405,6.0,2024-08-01,,aktywna
293,130,1,406,4.5,2024-11-17,2024-11-19,opłacona
294,144,1,407,0.5,2024-01-26,2024-01-28,aktywna
295,127,1,408,9.5,2024-12-12,,aktywna
296,72,1,411,8.5,2024-02-10,2024-02-12,opłacona
297,195,1,412,11.5,2025-09-08,2025-09-10,opłacona
298,43,1,413,10.5,2025-07-26,,opłacona
299,49,1,414,2.0,2025-06-20,,aktywna
300,67,1,415,9.5,2024-03-31,2024-04-02,aktywna
301,127,1,416,6.0,2025-11-08,2025-11-10,opłacona
302,29,1,417,22.5,2024-08-31,,aktywna
303,24,1,418,4.0,2025-07-04,,aktywna
304,131,1,419,13.0,2024-06-12,,aktywna
305,197,1,420,8.0,2024-07-10,,aktywna
306,128,1,421,5.5,2024-03-16,,opłacona
307,175,1,422,6.5,2024-06-11,,opłacona
308,8,1,423,21.5,2024-07-19,2024-07-21,opłacona
309,12,1,425,9.0,2024-07-24,2024-07-26,aktywna
310,13,1,426,4.0,2025-12-10,2025-12-12,aktywna
311,19,1,427,14.0,2024-12-14,2024-12-16,aktywna
312,66,1,428,19.5,2025-03-11,2025-03-13,aktywna
313,54,1,429,19.5,2024-06-22,2024-06-24,opłacona
314,31,1,431,20.5,2025-03-18,2025-03-20,opłacona
315,176,1,432,6.0,2024-08-30,,opłacona
316,52,1,433,7.0,2025-01-01,2025-01-03,opłacona
317,154,1,434,19.0,2024-08-13,2024-08-15,opłacona
318,48,1,435,8.5,2024-02-27,,aktywna
319,58,1,437,17.5,2024-04-22,,opłacona
320,120,1,439,20.5,2025-05-28,2025-05-30,opłacona
321,33,1,440,4.5,2024-02-22,,opłacona
322,12,1,442,11.0,2024-10-25,2024-10-27,opłacona
323,119,1,443,13.0,2024-02-28,2024-03-01,opłacona
324,150,1,444,11.0,2024-07-12,,aktywna
325,170,1,445,20.0,2025-09-05,,opłacona
326,22,1,446,17.5,2025-09-17,2025-09-19,opłacona
327,186,1,447,16.0,2024-09-10,2024-09-12,opłacona
328,155,1,449,16.5,2024-03-18,,opłacona
329,44,1,451,9.5,2024-05-22,2024-05-24,opłacona
330,159,1,452,14.5,2025-03-09,2025-03-11,opłacona
331,49,1,455,1.5,2024-10-06,2024-10-08,aktywna
332,62,1,456,15.0,2025-08-30,,aktywna
333,198,1,457,10.0,2025-03-15,2025-03-17,aktywna
334,43,1,458,18.5,2025-09-18,2025-09-20,opłacona
335,6,1,459,13.5,2024-02-14,,aktywna
336,146,1,460,7.5,2024-08-26,,opłacona
337,27,1,461,17.5,2024-05-31,2024-06-02,opłacona
338,127,1,462,14.0,2024-09-21,2024-09-23,aktywna
339,103,1,463,3.5,2025-12-11,2025-12-13,aktywna
340,16,1,464,8.5,2025-04-02,2025-04-04,aktywna
341,166,1,465,10.0,2024-10-13,,opłacona
342,166,1,466,17.0,2025-11-07,2025-11-09,aktywna
343,113,1,468,2.0,2024-04-01,2024-04-03,opłacona
344,76,1,469,7.0,2025-05-27,2025-05-29,opłacona
345,121,1,470,22.0,2024-04-23,,aktywna
346,177,1,471,16.0,2025-07-08,2025-07-10,aktywna
347,52,1,472,10.5,2024-12-31,,opłacona
348,127,1,473,1.5,2025-02-25,,aktywna
349,111,1,476,2.0,2025-08-07,,aktywna
350,91,1,478,19.5,2025-05-18,2025-05-20,aktywna
351,177,1,479,14.0,2024-06-11,,aktywna
352,113,1,480,21.5,2024-04-19,,aktywna
353,157,1,481,22.0,2025-11-16,,aktywna
354,75,1,484,19.0,2024-10-17,2024-10-19,aktywna
355,166,1,485,21.0,2025-10-27,,aktywna
356,52,1,486,8.0,2024-08-05,,aktywna
357,122,1,487,11.0,2025-06-08,,aktywna
358,96,1,488,8.0,2024-11-15,2024-11-17,aktywna
359,193,1,489,8.0,2025-02-15,,aktywna
360,110,1,490,8.0,2025-03-29,2025-03-31,opłacona
361,8,1,491,19.5,2024-11-14,,aktywna
362,87,1,492,19.5,2025-04-04,,opłacona
363,101,1,493,16.0,2025-01-28,,aktywna
364,183,1,494,11.5,2024-08-02,2024-08-04,opłacona
365,175,1,495,22.5,2024-07-24,2024-07-26,opłacona
366,89,1,496,3.5,2025-10-02,,opłacona
367,165,1,497,12.0,2025-09-03,2025-09-05,opłacona
368,167,1,498,1.0,2025-06-25,2025-06-27,aktywna
369,138,1,499,18.0,2024-09-08,,opłacona
370,24,1,500,4.5,2024-11-15,2024-11-17,aktywna
371,8,1,501,12.0,2024-11-24,2024-11-26,aktywna
372,96,1,504,11.0,2025-02-11,2025-02-13,aktywna
373,61,1,507,13.5,2025-08-31,,opłacona
374,73,1,508,21.0,2024-12-28,,opłacona
375,189,1,509,5.0,2025-03-08,,opłacona
376,26,1,510,8.5,2024-05-07,2024-05-09,aktywna
377,55,1,512,6.5,2024-07-03,2024-07-05,opłacona
378,68,1,513,15.0,2024-03-23,2024-03-25,opłacona
379,126,1,514,8.0,2024-02-16,,aktywna
380,33,1,515,9.5,2025-08-26,,aktywna
381,41,1,517,6.5,2024-07-04,,opłacona
382,31,1,518,4.0,2025-01-19,,aktywna
383,96,1,519,6.5,2024-02-04,2024-02-06,opłacona
384,73,1,522,21.0,2025-03-20,2025-03-22,aktywna
385,141,1,523,22.5,2025-02-11,,opłacona
386,147,1,524,9.0,2025-10-07,2025-10-09,opłacona
387,36,1,526,9.5,2024-09-11,2024-09-13,opłacona
388,187,1,527,20.5,2025-12-10,2025-12-12,opłacona
389,172,1,529,18.5,2025-12-07,2025-12-09,aktywna
390,43,1,530,13.0,2024-09-02,2024-09-04,aktywna
391,144,1,531,14.5,2024-08-07,,aktywna
392,169,1,533,0.5,2025-06-10,,opłacona
393,53,1,534,17.5,2024-11-06,2024-11-08,aktywna
394,137,1,535,7.5,2024-02-08,,opłacona
395,6,1,536,0.5,2025-02-22,2025-02-24,aktywna
396,136,1,537,3.0,2025-02-22,,aktywna
397,84,1,541,17.5,2025-07-21,,opłacona
398,26,1,542,8.0,2025-01-11,2025-01-13,opłacona
399,31,1,543,2.5,2024-02-09,,opłacona
400,16,1,545,12.5,2024-08-29,2024-08-31,aktywna
401,8,1,546,0.5,2025-12-11,,opłacona
402,151,1,547,2.5,2025-08-09,,opłacona
403,105,1,548,22.0,2025-10-03,,aktywna
404,63,1,550,8.5,2025-09-25,2025-09-27,aktywna
405,16,1,553,10.0,2024-06-06,2024-06-08,opłacona
406,175,1,554,6.0,2025-03-31,,opłacona
407,42,1,555,13.0,2024-08-15,,opłacona
408,102,1,556,21.5,2024-12-04,,opłacona
409,111,1,557,11.0,2025-06-08,2025-06-10,opłacona
410,116,1,559,16.0,2025-04-06,2025-04-08,opłacona
411,3,1,563,8.0,2024-06-08,2024-06-10,opłacona
412,21,1,564,15.5,2024-04-26,,aktywna
413,97,1,566,6.0,2025-04-18,2025-04-20,aktywna
414,119,1,568,1.0,2024-07-12,2024-07-14,aktywna
415,191,1,569,3.5,2025-11-14,2025-11-16,aktywna
416,158,1,570,20.5,2025-04-18,,aktywna
417,93,1,571,10.5,2024-03-07,,aktywna
418,164,1,572,22.5,2024-11-21,2024-11-23,opłacona
419,142,1,573,18.5,2025-10-12,,aktywna
420,146,1,575,11.5,2025-07-20,2025-07-22,aktywna
421,174,1,576,17.0,2025-10-16,2025-10-18,opłacona
422,110,1,577,15.5,2025-01-29,,opłacona
423,105,1,578,16.5,2025-11-28,2025-11-30,opłacona
424,133,1,579,18.0,2025-10-30,,aktywna
425,108,1,580,5.0,2025-04-23,,opłacona
426,86,1,581,13.0,2025-06-24,,aktywna
427,64,1,583,5.5,2024-08-14,2024-08-16,aktywna
428,161,1,584,10.0,2025-08-31,2025-09-02,aktywna
429,161,1,585,21.5,2025-03-26,2025-03-28,aktywna
430,122,1,586,5.5,2025-04-24,,opłacona
431,61,1,587,19.5,2025-03-22,2025-03-24,aktywna
432,16,1,589,7.0,2024-01-30,2024-02-01,aktywna
433,33,1,590,9.5,2025-12-11,2025-12-13,aktywna
434,98,1,593,14.5,2025-09-22,2025-09-24,aktywna
435,154,1,594,14.5,2025-11-14,,opłacona
436,119,1,595,14.5,2025-01-04,,opłacona
437,173,1,596,9.5,2025-10-30,2025-11-01,aktywna
438,27,1,597,17.5,2024-03-24,,aktywna
439,66,1,599,10.0,2025-03-22,2025-03-24,aktywna
440,80,1,601,11.0,2025-09-23,2025-09-25,opłacona
441,80,1,603,4.0,2025-01-17,2025-01-19,aktywna
442,61,1,605,21.5,2025-10-29,,opłacona
443,171,1,608,17.0,2024-08-03,2024-08-05,opłacona
444,149,1,609,5.5,2025-04-11,2025-04-13,opłacona
445,42,1,610,20.0,2024-08-16,,opłacona
446,1,1,611,17.0,2025-07-10,,opłacona
447,55,1,612,18.5,2025-08-16,2025-08-18,opłacona
448,30,1,615,9.0,2025-04-02,,opłacona
449,8,1,616,4.0,2025-11-25,,aktywna
450,68,1,617,5.5,2024-10-28,,aktywna
451,6,1,618,3.0,2025-09-03,,aktywna
452,174,1,619,15.5,2024-11-29,,opłacona
453,54,1,620,2.5,2024-12-31,2025-01-02,opłacona
454,44,1,621,20.5,2025-10-05,2025-10-07,aktywna
455,49,1,623,7.0,2024-12-19,2024-12-21,opłacona
456,12,1,625,13.5,2024-02-14,,opłacona
457,72,1,627,15.5,2025-12-11,2025-12-13,aktywna
458,21,1,628,20.0,2025-09-30,,aktywna
459,100,1,629,15.5,2025-08-11,2025-08-13,opłacona
460,119,1,630,17.5,2024-08-29,2024-08-31,opłacona
461,127,1,631,13.5,2024-06-27,2024-06-29,aktywna
462,57,1,632,9.0,2025-02-04,,opłacona
463,79,1,633,7.0,2024-02-25,,opłacona
464,141,1,634,19.0,2025-05-21,,opłacona
465,133,1,635,13.5,2025-03-13,,opłacona
466,160,1,636,9.0,2024-08-02,2024-08-04,opłacona
467,95,1,637,5.0,2025-05-03,2025-05-05,opłacona
468,46,1,638,3.0,2024-12-01,,opłacona
469,22,1,639,11.0,2025-09-06,,opłacona
470,10,1,641,5.5,2024-09-04,,opłacona
471,78,1,642,19.5,2025-09-13,2025-09-15,aktywna
472,193,1,644,12.0,2025-11-29,2025-12-01,aktywna
473,77,1,645,6.0,2025-03-06,2025-03-08,opłacona
474,168,1,647,19.0,2025-06-20,,opłacona
475,59,1,648,1.5,2025-04-12,2025-04-14,aktywna
476,151,1,649,4.5,2025-12-11,2025-12-13,opłacona
477,49,1,651,17.0,2024-10-04,2024-10-06,aktywna
478,189,1,654,20.5,2025-08-03,2025-08-05,opłacona
479,108,1,655,19.0,2025-09-23,2025-09-25,opłacona
480,151,1,656,20.0,2024-08-06,,aktywna
481,85,1,657,20.5,2025-10-20,2025-10-22,opłacona
482,101,1,658,7.0,2025-09-09,,opłacona
483,85,1,659,9.0,2025-03-03,2025-03-05,aktywna
484,27,1,660,0.5,2025-05-27,,opłacona
485,48,1,661,7.0,2024-01-31,2024-02-02,aktywna
486,138,1,665,18.5,2024-08-03,,opłacona
487,80,1,667,1.5,2025-12-11,2025-12-13,aktywna
488,148,1,668,13.5,2024-12-22,,opłacona
489,17,1,670,14.0,2024-08-21,,opłacona
490,146,1,671,9.5,2025-01-08,2025-01-10,aktywna
491,24,1,672,9.5,2025-10-04,2025-10-06,opłacona
492,46,1,674,18.0,2025-06-19,2025-06-21,opłacona
493,169,1,675,13.0,2024-04-08,,opłacona
494,71,1,677,12.0,2025-07-23,2025-07-25,aktywna
495,186,1,678,1.5,2024-11-10,2024-11-12,opłacona
